Name                                      	S80_408T
Number_of_Customers                       	39
Number_of_Items                           	313
Number_of_ItemTypes                       	313
Number_of_Vehicles                        	39
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	1242496.4385984803	720421.6545080192	0	0	0	0	0.0	0
1	-1009998.0724664814	-695270.6281395444	9	0	0	0	12395.0	22948158900
2	-803084.5161322464	-855283.0459065188	4	0	0	0	8025.0	17687265550
3	2476295.999378323	364045.9319050368	2	0	0	0	2777.0	5760160000
4	1773254.9613867824	97577.80610159697	3	0	0	0	3578.0	7499359800
5	803937.3730479009	-1280551.1724903807	1	0	0	0	2757.0	6197074000
6	844719.9768811988	-1356687.4916653438	15	0	0	0	11206.0	25034990500
7	-2193397.831700616	715773.8477946519	4	0	0	0	16834.0	34954244800
8	-1571307.5564117287	906918.5984780465	7	0	0	0	11853.0	25154553950
9	-2021874.4972573342	99599.68041443858	10	0	0	0	25296.0	44112634500
10	779063.748046408	92830.70172572072	12	0	0	0	22470.0	40953782200
11	-2341077.7195849377	641737.4050287515	8	0	0	0	7626.0	14805828800
12	566469.0494007127	-328909.4340417459	2	0	0	0	2804.0	7790335000
13	1006971.8438872244	-318896.82927310513	1	0	0	0	623.0	1305645000
14	509705.6781794354	-1641225.9117826242	25	0	0	0	14914.0	37738805525
15	-235391.01973171637	-485576.4237637324	2	0	0	0	4448.0	9828384750
16	-277167.9475317995	-599622.8259094715	3	0	0	0	7721.0	12195223000
17	534847.4026277544	1146301.8352677503	6	0	0	0	4974.0	13423578000
18	10114.41935419885	1014950.2561081654	1	0	0	0	1769.0	3681749700
19	-179022.46166881904	454946.92370909866	18	0	0	0	14148.0	30162803090
20	535717.7431672688	398537.72979136766	4	0	0	0	11342.0	17363808000
21	1150175.4238904652	1426094.912716224	10	0	0	0	7946.0	17024810000
22	801071.4752500915	1787880.135855168	7	0	0	0	12231.0	31013742000
23	152115.3419680416	-183998.46544651315	10	0	0	0	19422.0	42682170800
24	-49232.82857397199	-522777.43589577544	17	0	0	0	23948.0	53770236500
25	260217.99063366593	-834137.9955498601	2	0	0	0	3074.0	4975020000
26	-619875.1554759786	-213309.2827810642	4	0	0	0	6590.0	16898520000
27	-555578.9683342009	315900.25928453705	5	0	0	0	8484.0	20569248000
28	-1155555.515694444	-518335.6159980346	2	0	0	0	5679.0	10871958400
29	-1018252.9445227499	-233745.71616513666	6	0	0	0	7078.0	18116022600
30	-786545.1109657759	413934.69365662674	5	0	0	0	4573.0	11701800000
31	-597698.5525466719	-104537.91464408555	9	0	0	0	15474.0	34301481120
32	-831874.5565808923	-146014.7780256826	13	0	0	0	16101.0	33878867000
33	-521676.8560845049	-146177.4250292732	7	0	0	0	10594.0	29255532400
34	-199536.97194730004	-58487.55644784008	5	0	0	0	11281.0	22024163600
35	1445224.2062830376	-1464445.1470255726	1	0	0	0	2173.0	5591565000
36	536011.5009239522	-35035.27737195922	22	0	0	0	9262.0	19003303100
37	684673.1935856477	618486.5979343636	17	0	0	0	18555.0	43556449160
38	1225641.672149169	1246376.0960373892	7	0	0	0	18561.0	38350081000
39	-370576.35542758764	-439288.6929636892	27	0	0	0	19322.0	34816983900

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt148	2165	1204	710	952	0	0
Bt149	2535	2340	509	1170	0	0
Bt150	2535	2340	509	1170	0	0
Bt151	2535	2340	509	1184	0	0
Bt152	2535	2340	509	1192	0	0
Bt153	2535	2340	509	1184	0	0
Bt154	2535	2340	509	1178	0	0
Bt155	4725	1940	610	2173	0	0
Bt156	2225	1034	740	793	0	0
Bt157	2225	1034	740	793	0	0
Bt158	2225	1034	740	793	0	0
Bt159	2225	1034	740	801	0	0
Bt160	2225	1034	740	801	0	0
Bt161	2225	1034	740	793	0	0
Bt162	2225	1034	740	793	0	0
Bt163	2225	1034	740	793	0	0
Bt164	2225	1034	740	793	0	0
Bt165	2225	1034	740	793	0	0
Bt166	1980	1200	985	936	0	0
Bt167	1980	1200	985	936	0	0
Bt168	1980	1200	985	936	0	0
Bt169	1980	1200	985	870	0	0
Bt170	1980	1200	985	895	0	0
Bt171	5220	1980	400	2682	0	0
Bt172	5220	1980	400	2682	0	0
Bt173	5220	1980	440	2989	0	0
Bt174	5220	1980	440	2989	0	0
Bt175	6150	1930	110	623	0	0
Bt176	2695	2140	740	2187	0	0
Bt177	2868	2180	710	2256	0	0
Bt178	2868	2180	710	2256	0	0
Bt179	2868	2180	710	2291	0	0
Bt180	2868	2180	710	2291	0	0
Bt181	5980	2410	430	2757	0	0
Bt182	2050	730	155	125	0	0
Bt183	1670	640	162	77	0	0
Bt184	1670	640	750	377	0	0
Bt185	1670	640	750	377	0	0
Bt186	1670	640	750	386	0	0
Bt187	1670	640	750	377	0	0
Bt188	1670	640	750	377	0	0
Bt189	1670	640	750	386	0	0
Bt190	1670	640	750	386	0	0
Bt191	1670	640	750	386	0	0
Bt192	1670	640	750	386	0	0
Bt193	1670	640	750	386	0	0
Bt194	1670	640	750	386	0	0
Bt195	1670	640	750	386	0	0
Bt196	2050	730	750	558	0	0
Bt197	2050	730	750	558	0	0
Bt198	2050	730	750	558	0	0
Bt199	2050	730	750	558	0	0
Bt200	2050	730	750	558	0	0
Bt201	2050	730	750	558	0	0
Bt202	2050	730	750	558	0	0
Bt203	2050	730	750	558	0	0
Bt204	2060	1015	1070	817	0	0
Bt205	2060	1015	1070	836	0	0
Bt206	2060	1015	1070	815	0	0
Bt207	2060	1015	1070	839	0	0
Bt208	2060	1015	1070	813	0	0
Bt209	2060	1015	1070	854	0	0
Bt210	2880	1495	430	782	0	0
Bt211	4050	1480	430	1097	0	0
Bt212	4050	1480	430	1132	0	0
Bt213	4050	1480	430	1132	0	0
Bt214	2880	1495	410	727	0	0
Bt215	2545	2030	425	949	0	0
Bt216	2545	2030	425	956	0	0
Bt217	2545	2030	425	949	0	0
Bt218	2545	2030	425	956	0	0
Bt219	2545	2030	425	956	0	0
Bt220	2545	2030	425	956	0	0
Bt221	2420	2320	519	896	0	0
Bt222	2420	2320	519	906	0	0
Bt223	2420	2320	519	914	0	0
Bt224	2060	1080	730	914	0	0
Bt225	6210	2020	519	3606	0	0
Bt226	5230	2290	230	1930	0	0
Bt227	6150	1850	430	3082	0	0
Bt228	5600	2190	495	3408	0	0
Bt229	5600	2190	495	3408	0	0
Bt230	3350	1030	580	892	0	0
Bt231	3350	1030	580	892	0	0
Bt232	6210	2020	519	3058	0	0
Bt233	2000	1680	295	561	0	0
Bt234	2000	1680	425	801	0	0
Bt235	2000	1680	425	791	0	0
Bt236	2000	1680	425	780	0	0
Bt237	2000	1680	425	780	0	0
Bt238	2000	1680	425	791	0	0
Bt239	2000	1680	425	791	0	0
Bt240	2000	1680	425	791	0	0
Bt241	2000	1680	425	791	0	0
Bt242	2000	1680	425	791	0	0
Bt243	2000	1680	425	791	0	0
Bt244	2510	1065	425	643	0	0
Bt245	2510	1065	425	654	0	0
Bt246	2240	1182	425	605	0	0
Bt247	2240	1182	425	605	0	0
Bt248	2240	1182	425	605	0	0
Bt249	2240	1182	425	605	0	0
Bt250	2240	1182	425	619	0	0
Bt251	2240	1182	425	605	0	0
Bt252	2240	1182	425	605	0	0
Bt253	2240	1182	425	605	0	0
Bt254	2240	1182	425	619	0	0
Bt255	2240	1182	425	605	0	0
Bt256	2460	910	533	655	0	0
Bt257	2460	910	533	655	0	0
Bt258	2460	910	533	655	0	0
Bt259	2165	1204	710	713	0	0
Bt260	2165	1204	710	713	0	0
Bt261	2165	1204	710	698	0	0
Bt262	2165	1204	710	696	0	0
Bt263	2165	1204	710	710	0	0
Bt264	2165	1204	710	711	0	0
Bt265	2165	1204	710	711	0	0
Bt266	2165	1204	710	717	0	0
Bt267	2165	1204	710	720	0	0
Bt268	2165	1204	710	718	0	0
Bt269	2165	1204	710	718	0	0
Bt270	6040	1840	604	3080	0	0
Bt271	6030	1840	604	3029	0	0
Bt272	4080	1519	580	1698	0	0
Bt273	3290	2300	425	1259	0	0
Bt274	2060	1015	985	785	0	0
Bt275	2060	1015	985	785	0	0
Bt276	3190	1640	775	2060	0	0
Bt277	3190	1640	800	2038	0	0
Bt278	3190	1640	800	2038	0	0
Bt279	3190	1640	800	2142	0	0
Bt280	2060	1015	934	885	0	0
Bt281	2060	1015	934	878	0	0
Bt282	2060	1015	934	913	0	0
Bt283	2060	1015	934	913	0	0
Bt284	2060	1015	934	855	0	0
Bt285	2060	1015	934	886	0	0
Bt286	2060	1015	934	919	0	0
Bt287	2060	1015	934	919	0	0
Bt288	2736	1960	696	1691	0	0
Bt289	2736	1960	696	1691	0	0
Bt290	2868	2180	870	2413	0	0
Bt291	2868	2180	870	2413	0	0
Bt292	2430	1425	985	1645	0	0
Bt293	2030	1490	934	1479	0	0
Bt294	2030	1490	934	1479	0	0
Bt295	2030	1490	934	1479	0	0
Bt296	2030	1490	934	1447	0	0
Bt297	2030	1490	1140	1747	0	0
Bt298	2030	1490	1140	1759	0	0
Bt299	2030	1490	1180	1832	0	0
Bt300	2060	1015	1045	1035	0	0
Bt301	2060	1015	934	895	0	0
Bt302	2060	1015	934	895	0	0
Bt303	2060	1015	934	895	0	0
Bt304	2060	1015	934	892	0	0
Bt305	2060	1015	1070	1041	0	0
Bt306	2060	1015	1070	1078	0	0
Bt307	3100	1040	781	1121	0	0
Bt308	3100	1040	781	1121	0	0
Bt309	2060	1060	730	743	0	0
Bt310	2060	1060	730	747	0	0
Bt311	2060	1080	730	759	0	0
Bt312	2060	1060	730	745	0	0
Bt313	1370	640	1110	418	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt101 1 Bt102 1 Bt300 1 Bt301 1 Bt302 1 Bt303 1 Bt304 1 Bt305 1 Bt306 1 
2	Bt103 1 Bt104 1 Bt307 1 Bt308 1 
3	Bt116 1 Bt313 1 
4	Bt042 1 Bt043 1 Bt232 1 
5	Bt181 1 
6	Bt105 1 Bt106 1 Bt107 1 Bt108 1 Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt309 1 Bt310 1 Bt311 1 Bt312 1 
7	Bt010 1 Bt011 1 Bt012 1 Bt225 1 
8	Bt051 1 Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt270 1 Bt271 1 
9	Bt013 1 Bt014 1 Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt226 1 Bt227 1 Bt228 1 Bt229 1 
10	Bt096 1 Bt097 1 Bt098 1 Bt099 1 Bt100 1 Bt293 1 Bt294 1 Bt295 1 Bt296 1 Bt297 1 Bt298 1 Bt299 1 
11	Bt141 1 Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 Bt148 1 
12	Bt073 1 Bt273 1 
13	Bt175 1 
14	Bt019 1 Bt020 1 Bt021 1 Bt022 1 Bt023 1 Bt024 1 Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt031 1 Bt032 1 Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt037 1 Bt038 1 Bt039 1 Bt040 1 Bt041 1 Bt230 1 Bt231 1 
15	Bt095 1 Bt292 1 
16	Bt125 1 Bt126 1 Bt127 1 
17	Bt204 1 Bt205 1 Bt206 1 Bt207 1 Bt208 1 Bt209 1 
18	Bt124 1 
19	Bt056 1 Bt057 1 Bt058 1 Bt059 1 Bt060 1 Bt061 1 Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt070 1 Bt071 1 Bt072 1 Bt272 1 
20	Bt171 1 Bt172 1 Bt173 1 Bt174 1 
21	Bt156 1 Bt157 1 Bt158 1 Bt159 1 Bt160 1 Bt161 1 Bt162 1 Bt163 1 Bt164 1 Bt165 1 
22	Bt128 1 Bt129 1 Bt130 1 Bt131 1 Bt132 1 Bt133 1 Bt134 1 
23	Bt079 1 Bt080 1 Bt081 1 Bt082 1 Bt083 1 Bt084 1 Bt276 1 Bt277 1 Bt278 1 Bt279 1 
24	Bt001 1 Bt002 1 Bt003 1 Bt210 1 Bt211 1 Bt212 1 Bt213 1 Bt214 1 Bt215 1 Bt216 1 Bt217 1 Bt218 1 Bt219 1 Bt220 1 Bt221 1 Bt222 1 Bt223 1 
25	Bt139 1 Bt140 1 
26	Bt135 1 Bt136 1 Bt137 1 Bt138 1 
27	Bt119 1 Bt120 1 Bt121 1 Bt122 1 Bt123 1 
28	Bt117 1 Bt118 1 
29	Bt149 1 Bt150 1 Bt151 1 Bt152 1 Bt153 1 Bt154 1 
30	Bt166 1 Bt167 1 Bt168 1 Bt169 1 Bt170 1 
31	Bt090 1 Bt091 1 Bt092 1 Bt093 1 Bt094 1 Bt288 1 Bt289 1 Bt290 1 Bt291 1 
32	Bt085 1 Bt086 1 Bt087 1 Bt088 1 Bt089 1 Bt280 1 Bt281 1 Bt282 1 Bt283 1 Bt284 1 Bt285 1 Bt286 1 Bt287 1 
33	Bt004 1 Bt005 1 Bt006 1 Bt007 1 Bt008 1 Bt009 1 Bt224 1 
34	Bt176 1 Bt177 1 Bt178 1 Bt179 1 Bt180 1 
35	Bt155 1 
36	Bt182 1 Bt183 1 Bt184 1 Bt185 1 Bt186 1 Bt187 1 Bt188 1 Bt189 1 Bt190 1 Bt191 1 Bt192 1 Bt193 1 Bt194 1 Bt195 1 Bt196 1 Bt197 1 Bt198 1 Bt199 1 Bt200 1 Bt201 1 Bt202 1 Bt203 1 
37	Bt045 1 Bt046 1 Bt047 1 Bt048 1 Bt049 1 Bt050 1 Bt259 1 Bt260 1 Bt261 1 Bt262 1 Bt263 1 Bt264 1 Bt265 1 Bt266 1 Bt267 1 Bt268 1 Bt269 1 
38	Bt074 1 Bt075 1 Bt076 1 Bt077 1 Bt078 1 Bt274 1 Bt275 1 
39	Bt044 1 Bt233 1 Bt234 1 Bt235 1 Bt236 1 Bt237 1 Bt238 1 Bt239 1 Bt240 1 Bt241 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 Bt246 1 Bt247 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 Bt252 1 Bt253 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 
