Name                                      	S50_360T
Number_of_Customers                       	37
Number_of_Items                           	279
Number_of_ItemTypes                       	279
Number_of_Vehicles                        	37
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	-784016.1093780275	-1062305.3289873358	0	0	0	0	0.0	0
1	1137385.9013141794	462081.0282315736	4	0	0	0	10227.0	16544950100
2	1100933.6209756366	923872.4297628163	2	0	0	0	3672.0	6200849500
3	1007176.5526181402	523238.7141482134	7	0	0	0	6879.0	13479286900
4	1069328.2521034644	842602.2971466845	4	0	0	0	11540.0	24708096000
5	1171324.3281412777	707131.1366887396	15	0	0	0	16123.0	33068446000
6	-2096193.735094814	-872976.65975041	5	0	0	0	13468.0	29622415480
7	-2173376.0665880204	-845774.4917034793	4	0	0	0	5512.0	12322580090
8	-759282.9718836409	1150467.9557854831	11	0	0	0	3010.0	7027546000
9	-543469.7098090905	1056771.1088153366	4	0	0	0	6234.0	15125310000
10	-732460.3948002998	1042224.887642745	5	0	0	0	6405.0	13742138200
11	1528239.0067255406	-768764.7716804342	1	0	0	0	811.0	1675452000
12	2478581.3510468267	-327434.55196711747	10	0	0	0	15385.0	32329666600
13	-377757.2252431071	-117050.10337229335	14	0	0	0	19945.0	47629871000
14	-573677.8103391039	358927.1674804905	4	0	0	0	4318.0	8567007000
15	-671712.1297822455	21922.440817334173	4	0	0	0	13839.0	24708096000
16	-358699.6231209139	1342014.3006834907	10	0	0	0	8740.0	18808408800
17	-847088.9773235574	529370.1654455197	2	0	0	0	1686.0	4549834800
18	541075.9852420033	-968424.6140477865	10	0	0	0	10873.0	27036240000
19	458316.46471577283	-1202665.44452313	8	0	0	0	5211.0	13468735500
20	586244.3186984494	-639258.6563968763	4	0	0	0	6801.0	15146075000
21	370975.64295378147	-552047.9413584459	26	0	0	0	23571.0	49765666750
22	-560302.859215952	-660426.7984538438	4	0	0	0	6366.0	12895835040
23	-345945.15056962956	-601512.782031576	3	0	0	0	7331.0	14410837600
24	249270.57890742045	423764.0671936889	5	0	0	0	17156.0	30885120000
25	49936.07720920247	533796.0960273517	2	0	0	0	3876.0	5893372800
26	40830.971611913716	84084.95398233288	26	0	0	0	18182.0	35438491100
27	262221.93617217726	-297291.2884124176	2	0	0	0	2970.0	5947800000
28	1020844.9355649657	-283769.11918309605	7	0	0	0	12404.0	25074763000
29	808213.3797690528	282057.6167956936	19	0	0	0	22561.0	39303328000
30	942681.4036360051	-44925.89158892461	6	0	0	0	7678.0	17920029300
31	-1239039.4137375283	991565.5489808319	15	0	0	0	13031.0	27983601000
32	-163883.35002658903	-893045.634768784	8	0	0	0	12620.0	32236610320
33	-123639.02422032492	-1130106.0927488368	8	0	0	0	17115.0	26738322000
34	-1056515.842023769	201792.68882715824	3	0	0	0	4513.0	8357442400
35	-974361.5370289896	163208.78376047176	13	0	0	0	12763.0	26096217500
36	-888862.2392012844	-51865.498971851295	3	0	0	0	5780.0	10175697500
37	446703.4619810779	-321247.71826931625	1	0	0	0	1319.0	3413745440

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt116	2229	1890	540	848	0	0
Bt117	2229	1890	540	838	0	0
Bt118	4650	2360	300	1426	0	0
Bt119	3248	1723	650	1755	0	0
Bt120	5600	2190	610	4150	0	0
Bt121	4025	1325	710	1680	0	0
Bt122	4025	1325	710	1680	0	0
Bt123	4025	1325	710	1741	0	0
Bt124	4025	1325	710	1700	0	0
Bt125	3220	2232	410	1938	0	0
Bt126	3220	2232	410	1938	0	0
Bt127	2030	1490	1090	1613	0	0
Bt128	2030	1490	1200	1756	0	0
Bt129	2030	1490	1200	1816	0	0
Bt130	2030	1490	1200	1816	0	0
Bt131	2030	1490	1200	1831	0	0
Bt132	2030	1490	1200	1786	0	0
Bt133	2030	1490	1200	1786	0	0
Bt134	5745	2240	480	3232	0	0
Bt135	5745	2240	480	3220	0	0
Bt136	5745	2240	480	3220	0	0
Bt137	5745	2240	480	3742	0	0
Bt138	5745	2240	480	3742	0	0
Bt139	2090	1100	1140	1096	0	0
Bt140	2090	1100	1180	1088	0	0
Bt141	2090	1100	1180	1088	0	0
Bt142	2090	1100	1180	1088	0	0
Bt143	2090	1100	1180	1097	0	0
Bt144	2090	1100	1180	1097	0	0
Bt145	2090	1100	1180	1053	0	0
Bt146	2090	1100	1180	1124	0	0
Bt147	2090	1100	1180	1071	0	0
Bt148	2090	1100	1180	1071	0	0
Bt149	2736	2310	440	1238	0	0
Bt150	2736	2310	440	1235	0	0
Bt151	3050	1890	509	1079	0	0
Bt152	2840	2250	509	1415	0	0
Bt153	2870	1680	640	1326	0	0
Bt154	2870	1680	640	1385	0	0
Bt155	5745	2240	480	2791	0	0
Bt156	5745	2240	480	2825	0	0
Bt157	5745	2240	480	2962	0	0
Bt158	5745	2240	480	2962	0	0
Bt159	3050	1890	480	1605	0	0
Bt160	3050	1890	480	1605	0	0
Bt161	4655	2342	480	2748	0	0
Bt162	4655	2342	530	4269	0	0
Bt163	2230	1140	730	883	0	0
Bt164	2230	1140	730	883	0	0
Bt165	2230	1140	730	865	0	0
Bt166	2230	1140	730	865	0	0
Bt167	2230	1140	730	902	0	0
Bt168	2230	1140	730	855	0	0
Bt169	2230	1140	730	865	0	0
Bt170	2230	1140	730	865	0	0
Bt171	2230	1140	730	912	0	0
Bt172	2230	1155	730	846	0	0
Bt173	2230	1155	730	846	0	0
Bt174	2230	1155	730	853	0	0
Bt175	2230	1155	730	853	0	0
Bt176	2230	1155	730	869	0	0
Bt177	2230	1155	730	869	0	0
Bt178	2927	2230	475	1836	0	0
Bt179	2927	2230	475	1836	0	0
Bt180	3248	1723	610	1319	0	0
Bt181	5745	2240	480	3431	0	0
Bt182	5745	2240	480	3431	0	0
Bt183	5745	2240	480	3454	0	0
Bt184	5745	2240	480	3523	0	0
Bt185	2865	1360	430	811	0	0
Bt186	1975	1200	710	658	0	0
Bt187	1975	1200	710	658	0	0
Bt188	1975	1200	710	647	0	0
Bt189	1975	1200	710	643	0	0
Bt190	1935	1230	710	653	0	0
Bt191	1975	1200	710	658	0	0
Bt192	1975	1200	710	653	0	0
Bt193	1975	1200	710	641	0	0
Bt194	2155	2000	690	1485	0	0
Bt195	2155	2000	690	1485	0	0
Bt196	2165	1204	230	294	0	0
Bt197	2165	1204	230	294	0	0
Bt198	2165	1204	710	910	0	0
Bt199	2165	1204	710	862	0	0
Bt200	2165	1204	710	862	0	0
Bt201	2165	1204	710	872	0	0
Bt202	2165	1204	710	892	0	0
Bt203	3060	1900	600	1326	0	0
Bt204	3060	1900	600	1326	0	0
Bt205	3060	1900	805	1768	0	0
Bt206	3060	1900	805	1805	0	0
Bt207	3060	1900	805	1805	0	0
Bt208	2830	2095	696	1703	0	0
Bt209	2830	2095	696	1720	0	0
Bt210	3100	1420	430	1078	0	0
Bt211	3100	1420	430	1078	0	0
Bt212	3100	1420	430	1096	0	0
Bt213	3100	1420	430	1096	0	0
Bt214	5880	2310	180	1319	0	0
Bt215	5880	2310	180	1319	0	0
Bt216	5880	2310	425	3141	0	0
Bt217	5880	2310	425	3141	0	0
Bt218	3350	1030	580	892	0	0
Bt219	3350	1030	580	892	0	0
Bt220	3160	2090	509	1706	0	0
Bt221	2345	1450	900	1459	0	0
Bt222	2345	1450	900	1459	0	0
Bt223	2375	1595	740	975	0	0
Bt224	2375	1595	740	991	0	0
Bt225	2375	1595	740	991	0	0
Bt226	2375	1595	740	945	0	0
Bt227	2630	1420	855	1130	0	0
Bt228	2630	1420	855	1130	0	0
Bt229	2630	1420	855	1126	0	0
Bt230	2630	1420	855	1151	0	0
Bt231	2630	1420	855	1151	0	0
Bt232	2630	1420	855	1122	0	0
Bt233	2630	1420	855	1122	0	0
Bt234	4610	1975	180	687	0	0
Bt235	5745	2240	480	3189	0	0
Bt236	5745	2240	480	2665	0	0
Bt237	5745	2240	480	2665	0	0
Bt238	5675	1980	410	2066	0	0
Bt239	5675	1980	410	2066	0	0
Bt240	3140	2260	200	919	0	0
Bt241	2380	1435	509	930	0	0
Bt242	2380	1435	509	912	0	0
Bt243	2380	1435	509	859	0	0
Bt244	2380	1435	509	898	0	0
Bt245	2380	1435	509	898	0	0
Bt246	2617	1380	620	1034	0	0
Bt247	2617	1380	620	1038	0	0
Bt248	2617	1380	620	1038	0	0
Bt249	2020	1010	696	673	0	0
Bt250	2020	1010	696	684	0	0
Bt251	2700	1450	934	1798	0	0
Bt252	2180	980	1200	1227	0	0
Bt253	2180	980	1200	1227	0	0
Bt254	2180	980	1200	1293	0	0
Bt255	2165	1204	710	1011	0	0
Bt256	2165	1204	710	1011	0	0
Bt257	2165	1204	710	1029	0	0
Bt258	2165	1204	710	1029	0	0
Bt259	2165	1204	710	949	0	0
Bt260	2165	1204	710	905	0	0
Bt261	2165	1204	710	887	0	0
Bt262	2165	1204	840	1038	0	0
Bt263	2165	1204	840	1152	0	0
Bt264	2229	1890	509	873	0	0
Bt265	3220	1980	509	1285	0	0
Bt266	3220	1980	509	1295	0	0
Bt267	2630	2260	440	1920	0	0
Bt268	2630	2260	440	1868	0	0
Bt269	2630	2260	440	1894	0	0
Bt270	2630	2260	440	1868	0	0
Bt271	5586	1900	295	1552	0	0
Bt272	2430	1425	940	1620	0	0
Bt273	2430	1425	940	1620	0	0
Bt274	3340	1625	509	1403	0	0
Bt275	2560	2210	410	885	0	0
Bt276	2145	1150	750	742	0	0
Bt277	2145	1150	750	742	0	0
Bt278	2145	1150	730	747	0	0
Bt279	2520	2140	580	1595	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt159 1 Bt160 1 Bt161 1 Bt162 1 
2	Bt178 1 Bt179 1 
3	Bt098 1 Bt099 1 Bt100 1 Bt101 1 Bt102 1 Bt103 1 Bt275 1 
4	Bt155 1 Bt156 1 Bt157 1 Bt158 1 
5	Bt072 1 Bt073 1 Bt074 1 Bt075 1 Bt076 1 Bt077 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 Bt259 1 Bt260 1 Bt261 1 Bt262 1 Bt263 1 
6	Bt046 1 Bt047 1 Bt235 1 Bt236 1 Bt237 1 
7	Bt078 1 Bt264 1 Bt265 1 Bt266 1 
8	Bt050 1 Bt051 1 Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt056 1 Bt057 1 Bt058 1 Bt059 1 Bt240 1 
9	Bt048 1 Bt049 1 Bt238 1 Bt239 1 
10	Bt094 1 Bt095 1 Bt271 1 Bt272 1 Bt273 1 
11	Bt185 1 
12	Bt001 1 Bt002 1 Bt003 1 Bt196 1 Bt197 1 Bt198 1 Bt199 1 Bt200 1 Bt201 1 Bt202 1 
13	Bt040 1 Bt041 1 Bt042 1 Bt223 1 Bt224 1 Bt225 1 Bt226 1 Bt227 1 Bt228 1 Bt229 1 Bt230 1 Bt231 1 Bt232 1 Bt233 1 
14	Bt043 1 Bt044 1 Bt045 1 Bt234 1 
15	Bt181 1 Bt182 1 Bt183 1 Bt184 1 
16	Bt031 1 Bt032 1 Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt037 1 Bt038 1 Bt218 1 Bt219 1 
17	Bt116 1 Bt117 1 
18	Bt139 1 Bt140 1 Bt141 1 Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 Bt148 1 
19	Bt186 1 Bt187 1 Bt188 1 Bt189 1 Bt190 1 Bt191 1 Bt192 1 Bt193 1 
20	Bt121 1 Bt122 1 Bt123 1 Bt124 1 
21	Bt060 1 Bt061 1 Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt070 1 Bt071 1 Bt241 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 Bt246 1 Bt247 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 Bt252 1 Bt253 1 Bt254 1 
22	Bt039 1 Bt220 1 Bt221 1 Bt222 1 
23	Bt118 1 Bt119 1 Bt120 1 
24	Bt134 1 Bt135 1 Bt136 1 Bt137 1 Bt138 1 
25	Bt125 1 Bt126 1 
26	Bt009 1 Bt010 1 Bt011 1 Bt012 1 Bt013 1 Bt014 1 Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt019 1 Bt020 1 Bt021 1 Bt022 1 Bt023 1 Bt024 1 Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt214 1 Bt215 1 Bt216 1 Bt217 1 
27	Bt194 1 Bt195 1 
28	Bt127 1 Bt128 1 Bt129 1 Bt130 1 Bt131 1 Bt132 1 Bt133 1 
29	Bt079 1 Bt080 1 Bt081 1 Bt082 1 Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt087 1 Bt088 1 Bt089 1 Bt090 1 Bt091 1 Bt092 1 Bt093 1 Bt267 1 Bt268 1 Bt269 1 Bt270 1 
30	Bt149 1 Bt150 1 Bt151 1 Bt152 1 Bt153 1 Bt154 1 
31	Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 Bt168 1 Bt169 1 Bt170 1 Bt171 1 Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 Bt177 1 
32	Bt004 1 Bt203 1 Bt204 1 Bt205 1 Bt206 1 Bt207 1 Bt208 1 Bt209 1 
33	Bt005 1 Bt006 1 Bt007 1 Bt008 1 Bt210 1 Bt211 1 Bt212 1 Bt213 1 
34	Bt114 1 Bt115 1 Bt279 1 
35	Bt104 1 Bt105 1 Bt106 1 Bt107 1 Bt108 1 Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt276 1 Bt277 1 Bt278 1 
36	Bt096 1 Bt097 1 Bt274 1 
37	Bt180 1 
