Name                                      	S60_360T
Number_of_Customers                       	37
Number_of_Items                           	262
Number_of_ItemTypes                       	262
Number_of_Vehicles                        	37
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	1139440.9935694186	123008.06186450084	0	0	0	0	0.0	0
1	-1378056.4198183022	194478.69115894104	8	0	0	0	14619.0	27431889400
2	-1700690.2223391559	-31231.5805709837	3	0	0	0	7901.0	16173289200
3	-1307734.4369107797	31067.351081899316	2	0	0	0	4299.0	9835825000
4	1060854.326289828	-396251.71105279546	1	0	0	0	699.0	1890968000
5	812572.9360526621	-562127.0507357126	3	0	0	0	4370.0	10524330000
6	1139924.4206805266	-521561.6524709465	4	0	0	0	10948.0	23121606000
7	1892264.1627333672	-683551.1651613992	10	0	0	0	18321.0	47481354400
8	1194145.874879457	-822792.0208598878	4	0	0	0	3792.0	8238146000
9	-323671.07581455796	-978151.1089700776	17	0	0	0	21888.0	45906529000
10	-440324.1651221076	-801316.152512323	6	0	0	0	8584.0	16978180000
11	-394777.6890633724	-775565.3085848403	13	0	0	0	12364.0	26250637120
12	-1664409.2447308956	1810992.3345215195	8	0	0	0	10437.0	21744736800
13	-1475392.9265419755	2137039.5596982385	7	0	0	0	10149.0	22057138000
14	215260.40994442356	476611.59340747347	2	0	0	0	4590.0	8275794000
15	690607.7777330031	351961.7183542222	6	0	0	0	5904.0	15679158000
16	-759107.5063571942	-1229766.0792143166	4	0	0	0	7260.0	21385944000
17	-802523.4004330353	-1413754.3625724043	4	0	0	0	3642.0	8065200000
18	-721522.686849383	-1240790.987961062	12	0	0	0	12706.0	22635949500
19	564346.559912319	1232923.1705859168	5	0	0	0	12759.0	26124321000
20	184879.12186177087	587860.4779735666	16	0	0	0	17146.0	30083592000
21	1430937.2184210445	1453473.4583955812	11	0	0	0	13051.0	32706411600
22	-396617.73136266775	-455076.0591644735	11	0	0	0	12184.0	32893809000
23	-299648.5587733358	-118905.94604458768	2	0	0	0	3352.0	7580601000
24	-150302.97222111747	-129548.07226593966	2	0	0	0	2904.0	7203483000
25	-453043.137559342	159347.59381671788	7	0	0	0	7040.0	17042214000
26	-425063.6716479413	-157263.27983261668	4	0	0	0	3463.0	8876736000
27	-583093.5262645356	-590750.5251130798	4	0	0	0	6474.0	10079244000
28	-551140.8671387087	68099.01439636531	10	0	0	0	16205.0	34122224800
29	-348715.8995450933	1054429.2315267394	20	0	0	0	16269.0	33583116200
30	-629440.5426737069	-717621.3021543603	8	0	0	0	7685.0	15144388700
31	302479.65626889496	-85036.11298272891	7	0	0	0	9662.0	22075989000
32	1481536.964820167	449164.24177260546	4	0	0	0	11556.0	24218425600
33	1262967.7578725854	406416.8332647895	14	0	0	0	21291.0	42127752000
34	1585163.5067237816	413918.6038773241	4	0	0	0	8037.0	15194378600
35	649859.886693167	514186.9468014851	2	0	0	0	2521.0	7118848550
36	-865769.4217292808	82020.14874961809	7	0	0	0	10829.0	24673821600
37	63804.52844007183	164061.44697703436	10	0	0	0	15109.0	35670228000

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt094	5660	1960	295	1923	0	0
Bt095	4920	2270	350	1808	0	0
Bt096	4920	2270	350	1808	0	0
Bt097	3055	880	750	906	0	0
Bt098	3055	880	750	906	0	0
Bt099	3055	880	750	906	0	0
Bt100	3055	880	750	924	0	0
Bt101	2230	1155	730	1068	0	0
Bt102	2230	1155	730	1095	0	0
Bt103	2230	1155	730	1095	0	0
Bt104	2230	1155	730	1070	0	0
Bt105	2230	1155	730	1064	0	0
Bt106	2230	1155	730	1063	0	0
Bt107	2230	1155	730	1069	0	0
Bt108	2230	1155	730	1069	0	0
Bt109	2230	1155	730	1063	0	0
Bt110	2230	1155	730	1063	0	0
Bt111	2230	1155	730	1080	0	0
Bt112	2230	1155	730	1071	0	0
Bt113	2230	1155	730	1071	0	0
Bt114	2230	1155	730	1093	0	0
Bt115	2230	1155	730	1056	0	0
Bt116	2230	1155	730	1056	0	0
Bt117	2060	1015	705	768	0	0
Bt118	2060	1015	934	1009	0	0
Bt119	2060	1015	934	979	0	0
Bt120	2060	1015	934	961	0	0
Bt121	2060	1015	934	977	0	0
Bt122	2060	1015	934	977	0	0
Bt123	2060	1015	934	1007	0	0
Bt124	2060	1015	934	1007	0	0
Bt125	2895	2160	855	1829	0	0
Bt126	2895	2160	855	1908	0	0
Bt127	2895	2160	855	1818	0	0
Bt128	2895	2160	855	1705	0	0
Bt129	5270	1889	650	2913	0	0
Bt130	2690	1270	985	1386	0	0
Bt131	2031	1270	1030	1048	0	0
Bt132	2031	1270	1030	1048	0	0
Bt133	2031	1270	1180	1186	0	0
Bt134	2031	1270	1180	1226	0	0
Bt135	2031	1270	1180	1226	0	0
Bt136	2031	1270	1180	1188	0	0
Bt137	2031	1270	1180	1245	0	0
Bt138	2031	1270	1180	1245	0	0
Bt139	2031	1270	1180	1216	0	0
Bt140	2031	1270	1180	1216	0	0
Bt141	2031	1270	1180	1207	0	0
Bt142	3210	2350	530	1532	0	0
Bt143	3210	2350	530	1532	0	0
Bt144	3210	2350	530	1567	0	0
Bt145	3170	1870	533	1581	0	0
Bt146	3170	1870	533	1595	0	0
Bt147	3170	1870	533	1595	0	0
Bt148	2745	1690	690	1427	0	0
Bt149	3270	2100	530	1486	0	0
Bt150	3270	2100	519	1418	0	0
Bt151	1770	1300	1180	1016	0	0
Bt152	2031	1270	1170	1113	0	0
Bt153	2031	1270	1170	1113	0	0
Bt154	2031	1270	1170	1178	0	0
Bt155	2031	1270	1170	1093	0	0
Bt156	2031	1270	1170	1121	0	0
Bt157	2031	1270	1170	1108	0	0
Bt158	2031	1270	1170	1108	0	0
Bt159	2031	1270	1170	1088	0	0
Bt160	2031	1270	1170	1105	0	0
Bt161	2031	1270	1170	1141	0	0
Bt162	3245	2155	509	1265	0	0
Bt163	3245	2155	509	1256	0	0
Bt164	1980	1200	934	858	0	0
Bt165	1980	1200	934	867	0	0
Bt166	1980	1200	934	871	0	0
Bt167	1980	1200	934	867	0	0
Bt168	2070	1645	740	1594	0	0
Bt169	2070	1645	740	1614	0	0
Bt170	2070	1645	740	1629	0	0
Bt171	2070	1645	740	1637	0	0
Bt172	2230	1160	730	1042	0	0
Bt173	2230	1160	730	1013	0	0
Bt174	2230	1160	730	1042	0	0
Bt175	2230	1160	730	1040	0	0
Bt176	2230	1160	730	1067	0	0
Bt177	2230	1155	730	1065	0	0
Bt178	2230	1160	730	1038	0	0
Bt179	2230	1160	730	1098	0	0
Bt180	2230	1160	730	1056	0	0
Bt181	2230	1155	730	1079	0	0
Bt182	2230	1155	730	1068	0	0
Bt183	2230	1160	730	1098	0	0
Bt184	2060	1015	985	949	0	0
Bt185	2060	1015	985	945	0	0
Bt186	2060	1015	985	937	0	0
Bt187	2060	1015	985	961	0	0
Bt188	1980	1200	800	915	0	0
Bt189	1980	1200	800	915	0	0
Bt190	1980	1200	940	1126	0	0
Bt191	1980	1200	940	1126	0	0
Bt192	1980	1200	940	1135	0	0
Bt193	1980	1200	940	1126	0	0
Bt194	1980	1200	940	1155	0	0
Bt195	1980	1200	940	1116	0	0
Bt196	2550	1370	710	1174	0	0
Bt197	2650	1490	934	1714	0	0
Bt198	2650	1490	934	1714	0	0
Bt199	2650	1490	934	1705	0	0
Bt200	2650	1490	934	1705	0	0
Bt201	2650	1490	934	1695	0	0
Bt202	3150	1390	1070	2325	0	0
Bt203	3365	1400	180	427	0	0
Bt204	3365	1400	180	427	0	0
Bt205	3200	1520	300	747	0	0
Bt206	3200	1520	300	747	0	0
Bt207	3200	1520	300	749	0	0
Bt208	3200	1520	300	723	0	0
Bt209	3200	1520	300	723	0	0
Bt210	2865	1360	430	964	0	0
Bt211	3365	1400	510	1201	0	0
Bt212	3365	1400	510	1201	0	0
Bt213	2650	1490	934	1831	0	0
Bt214	2650	1490	934	1741	0	0
Bt215	2190	965	1140	1146	0	0
Bt216	2190	965	1140	1146	0	0
Bt217	4920	2270	540	3429	0	0
Bt218	5595	2320	533	3604	0	0
Bt219	2650	1490	1045	1670	0	0
Bt220	2650	1490	1045	1595	0	0
Bt221	2650	1490	1045	1507	0	0
Bt222	2650	1490	1045	1544	0	0
Bt223	2165	1204	710	675	0	0
Bt224	2165	1204	710	680	0	0
Bt225	2165	1204	710	678	0	0
Bt226	2165	1204	710	683	0	0
Bt227	2165	1204	710	683	0	0
Bt228	2165	1204	710	689	0	0
Bt229	2165	1204	710	689	0	0
Bt230	2165	1204	840	810	0	0
Bt231	2165	1204	840	810	0	0
Bt232	4960	2170	600	2213	0	0
Bt233	5130	2265	519	3171	0	0
Bt234	5130	2265	519	3171	0	0
Bt235	3290	1660	533	1439	0	0
Bt236	3290	1660	533	1456	0	0
Bt237	2927	2230	650	2433	0	0
Bt238	2927	2230	650	2429	0	0
Bt239	2927	2230	650	2449	0	0
Bt240	2750	1290	855	1554	0	0
Bt241	2750	1290	855	1554	0	0
Bt242	5490	2100	400	1979	0	0
Bt243	5490	2100	400	1979	0	0
Bt244	5770	2180	509	3136	0	0
Bt245	5770	2180	509	3136	0	0
Bt246	2165	1204	710	717	0	0
Bt247	2165	1204	710	717	0	0
Bt248	2165	1204	710	717	0	0
Bt249	2165	1204	710	724	0	0
Bt250	2165	1204	710	724	0	0
Bt251	2165	1204	710	717	0	0
Bt252	2165	1204	710	731	0	0
Bt253	3960	2220	730	2803	0	0
Bt254	3260	1966	710	1841	0	0
Bt255	3260	1966	710	1810	0	0
Bt256	3260	1966	710	1808	0	0
Bt257	3260	1966	710	1808	0	0
Bt258	4730	1950	480	2317	0	0
Bt259	6180	2155	610	4289	0	0
Bt260	6180	2155	610	4289	0	0
Bt261	4750	1630	540	1584	0	0
Bt262	3248	1723	500	1312	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt039 1 Bt235 1 Bt236 1 Bt237 1 Bt238 1 Bt239 1 Bt240 1 Bt241 1 
2	Bt020 1 Bt021 1 Bt218 1 
3	Bt129 1 Bt130 1 
4	Bt092 1 
5	Bt089 1 Bt090 1 Bt091 1 
6	Bt013 1 Bt014 1 Bt213 1 Bt214 1 
7	Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt070 1 Bt071 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 
8	Bt184 1 Bt185 1 Bt186 1 Bt187 1 
9	Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt031 1 Bt032 1 Bt223 1 Bt224 1 Bt225 1 Bt226 1 Bt227 1 Bt228 1 Bt229 1 Bt230 1 Bt231 1 
10	Bt084 1 Bt085 1 Bt086 1 Bt087 1 Bt088 1 Bt262 1 
11	Bt010 1 Bt011 1 Bt012 1 Bt203 1 Bt204 1 Bt205 1 Bt206 1 Bt207 1 Bt208 1 Bt209 1 Bt210 1 Bt211 1 Bt212 1 
12	Bt059 1 Bt060 1 Bt061 1 Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt253 1 
13	Bt003 1 Bt196 1 Bt197 1 Bt198 1 Bt199 1 Bt200 1 Bt201 1 
14	Bt019 1 Bt217 1 
15	Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt215 1 Bt216 1 
16	Bt125 1 Bt126 1 Bt127 1 Bt128 1 
17	Bt097 1 Bt098 1 Bt099 1 Bt100 1 
18	Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 Bt177 1 Bt178 1 Bt179 1 Bt180 1 Bt181 1 Bt182 1 Bt183 1 
19	Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt232 1 
20	Bt101 1 Bt102 1 Bt103 1 Bt104 1 Bt105 1 Bt106 1 Bt107 1 Bt108 1 Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt116 1 
21	Bt131 1 Bt132 1 Bt133 1 Bt134 1 Bt135 1 Bt136 1 Bt137 1 Bt138 1 Bt139 1 Bt140 1 Bt141 1 
22	Bt151 1 Bt152 1 Bt153 1 Bt154 1 Bt155 1 Bt156 1 Bt157 1 Bt158 1 Bt159 1 Bt160 1 Bt161 1 
23	Bt083 1 Bt261 1 
24	Bt149 1 Bt150 1 
25	Bt004 1 Bt005 1 Bt006 1 Bt007 1 Bt008 1 Bt009 1 Bt202 1 
26	Bt164 1 Bt165 1 Bt166 1 Bt167 1 
27	Bt168 1 Bt169 1 Bt170 1 Bt171 1 
28	Bt040 1 Bt041 1 Bt042 1 Bt043 1 Bt044 1 Bt045 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 
29	Bt046 1 Bt047 1 Bt048 1 Bt049 1 Bt050 1 Bt051 1 Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt056 1 Bt057 1 Bt058 1 Bt246 1 Bt247 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 Bt252 1 
30	Bt117 1 Bt118 1 Bt119 1 Bt120 1 Bt121 1 Bt122 1 Bt123 1 Bt124 1 
31	Bt022 1 Bt023 1 Bt024 1 Bt219 1 Bt220 1 Bt221 1 Bt222 1 
32	Bt037 1 Bt038 1 Bt233 1 Bt234 1 
33	Bt072 1 Bt073 1 Bt074 1 Bt075 1 Bt076 1 Bt077 1 Bt078 1 Bt079 1 Bt080 1 Bt081 1 Bt082 1 Bt258 1 Bt259 1 Bt260 1 
34	Bt093 1 Bt094 1 Bt095 1 Bt096 1 
35	Bt162 1 Bt163 1 
36	Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 Bt148 1 
37	Bt001 1 Bt002 1 Bt188 1 Bt189 1 Bt190 1 Bt191 1 Bt192 1 Bt193 1 Bt194 1 Bt195 1 
