Name                                      	S70_384T
Number_of_Customers                       	38
Number_of_Items                           	263
Number_of_ItemTypes                       	263
Number_of_Vehicles                        	38
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	1255630.2849280136	-331498.2905824242	0	0	0	0	0.0	0
1	-1140257.7471590515	1269377.4483462188	1	0	0	0	1068.0	2576700000
2	1405343.2468826587	170989.03317437207	15	0	0	0	15899.0	34252917400
3	2418659.625960949	240170.24471602406	16	0	0	0	13008.0	26923200000
4	1133878.0291816716	295107.27906853304	23	0	0	0	22982.0	50493101850
5	-230525.5566210647	-239746.2524984521	13	0	0	0	14317.0	32497332750
6	-384913.3418620338	-52537.75152175069	6	0	0	0	10222.0	20005173000
7	375810.8713603043	1244624.4841002875	8	0	0	0	15690.0	34107465600
8	611002.5106597864	1609496.4207096472	4	0	0	0	13754.0	24121978200
9	-1742296.5441827257	-377882.73681047536	12	0	0	0	17885.0	37827082600
10	-1790695.5968782897	-258850.06303927363	7	0	0	0	11054.0	21748003200
11	-1505923.576501407	-1004013.8508792938	7	0	0	0	13555.0	27572331000
12	-2047845.7468576517	-906610.4827085112	9	0	0	0	10548.0	20742421000
13	-1043708.5313371633	-709600.6874741168	1	0	0	0	2913.0	6018000000
14	-2189089.8016553796	-535607.2013017855	9	0	0	0	16387.0	34837072600
15	638254.2307442715	682708.4120303246	1	0	0	0	2909.0	6559018200
16	166582.27352201552	1785235.8956754894	2	0	0	0	1871.0	3947737800
17	135742.1858150939	1586320.379066353	1	0	0	0	2527.0	5796399600
18	-425985.24876972265	605601.0333132852	1	0	0	0	3812.0	5913696000
19	865707.343309306	-1042748.5395745686	4	0	0	0	4695.0	7375334400
20	228447.68657569736	-1088856.0725636657	6	0	0	0	19114.0	33863518500
21	138247.71398426782	-284954.96782639436	17	0	0	0	21930.0	50231878560
22	342272.0862934117	-1044912.747753073	2	0	0	0	3223.0	7850895000
23	929714.3113397232	-1353681.9785400976	10	0	0	0	10462.0	24259234500
24	1023514.6420771244	-1485029.329956601	5	0	0	0	3999.0	8540720400
25	1246029.4434218947	-1049160.0458973073	7	0	0	0	11736.0	25359673000
26	-178130.5403402877	642455.0922257435	4	0	0	0	9066.0	17406236160
27	-232893.72403182575	385125.88804891973	6	0	0	0	6466.0	14861196000
28	-284245.3462840807	436946.63106935204	4	0	0	0	3596.0	8049965000
29	160949.73828892224	507485.43190632254	14	0	0	0	18917.0	37635449400
30	170401.81427163782	119518.68598565755	2	0	0	0	3090.0	6530977200
31	-16941.36578307519	826657.7148069039	1	0	0	0	2566.0	6857620000
32	6712.521229831284	100029.97101650052	12	0	0	0	12743.0	25817687160
33	-684441.1421813279	485008.81203590176	6	0	0	0	7018.0	15903439000
34	-958513.8325690192	250912.6908312049	6	0	0	0	17608.0	28112921000
35	-977255.6670283726	-32550.126284425995	1	0	0	0	2100.0	4737405000
36	424272.7258512487	307025.5478829764	15	0	0	0	26500.0	50679286000
37	1572506.5667794733	-607098.0135290634	3	0	0	0	5877.0	10884265640
38	583983.457565176	-1145457.9572687387	2	0	0	0	2838.0	5198841000

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt097	2190	965	934	931	0	0
Bt098	2190	965	934	940	0	0
Bt099	5380	2290	480	3812	0	0
Bt100	4425	2020	530	2100	0	0
Bt101	5110	2200	610	2566	0	0
Bt102	2310	1440	934	1565	0	0
Bt103	2310	1440	934	1560	0	0
Bt104	2310	1440	934	1560	0	0
Bt105	2310	1440	934	1540	0	0
Bt106	2310	1440	934	1549	0	0
Bt107	2310	1440	934	1640	0	0
Bt108	2310	1440	934	1640	0	0
Bt109	2655	2290	410	1097	0	0
Bt110	2655	2290	410	1097	0	0
Bt111	2655	2290	410	1097	0	0
Bt112	2655	2290	410	1097	0	0
Bt113	2655	2290	410	1106	0	0
Bt114	2655	2290	410	1106	0	0
Bt115	2655	2290	410	1097	0	0
Bt116	2655	2290	410	1097	0	0
Bt117	2655	2290	410	1106	0	0
Bt118	2655	2290	410	1106	0	0
Bt119	2655	2290	410	1106	0	0
Bt120	2655	2290	410	1106	0	0
Bt121	2655	2290	425	1099	0	0
Bt122	5130	2265	519	3741	0	0
Bt123	5130	2265	519	3741	0	0
Bt124	5130	2265	519	3136	0	0
Bt125	5130	2265	519	3136	0	0
Bt126	2880	1883	340	1166	0	0
Bt127	2880	1883	340	1173	0	0
Bt128	2880	1883	340	1178	0	0
Bt129	2880	1883	340	1178	0	0
Bt130	6195	2040	519	2909	0	0
Bt131	2190	965	1230	1419	0	0
Bt132	2190	965	1230	1419	0	0
Bt133	4920	2270	519	2527	0	0
Bt134	2045	1200	1050	1068	0	0
Bt135	4750	1630	519	1573	0	0
Bt136	4750	1630	495	1650	0	0
Bt137	2550	2000	1180	2913	0	0
Bt138	1975	1200	710	809	0	0
Bt139	1975	1200	710	837	0	0
Bt140	1975	1200	710	793	0	0
Bt141	1975	1200	710	793	0	0
Bt142	1975	1200	710	804	0	0
Bt143	1975	1200	710	819	0	0
Bt144	1975	1200	710	819	0	0
Bt145	1975	1200	710	803	0	0
Bt146	1975	1200	710	803	0	0
Bt147	1975	1200	710	801	0	0
Bt148	1975	1200	710	814	0	0
Bt149	1975	1200	710	821	0	0
Bt150	1975	1200	710	829	0	0
Bt151	1975	1200	710	829	0	0
Bt152	1975	1200	710	817	0	0
Bt153	1975	1200	710	817	0	0
Bt154	5745	2240	480	3586	0	0
Bt155	5745	2240	480	3586	0	0
Bt156	5745	2240	480	3538	0	0
Bt157	5745	2240	480	3490	0	0
Bt158	5745	2240	480	3490	0	0
Bt159	2031	1270	1180	1406	0	0
Bt160	2031	1270	1180	1389	0	0
Bt161	2031	1270	1180	1408	0	0
Bt162	2031	1270	1180	1408	0	0
Bt163	2031	1270	1180	1439	0	0
Bt164	2031	1270	1180	1439	0	0
Bt165	2031	1270	1180	1408	0	0
Bt166	2031	1270	1180	1398	0	0
Bt167	2031	1270	1180	1398	0	0
Bt168	2031	1270	1180	1413	0	0
Bt169	2031	1270	1180	1414	0	0
Bt170	5745	2240	480	2741	0	0
Bt171	5745	2240	480	2759	0	0
Bt172	5745	2240	480	3411	0	0
Bt173	5745	2240	480	3411	0	0
Bt174	5745	2240	480	3449	0	0
Bt175	5745	2240	530	3682	0	0
Bt176	5745	2240	530	3682	0	0
Bt177	3660	1720	162	595	0	0
Bt178	3160	2090	509	1665	0	0
Bt179	2375	1400	1180	1704	0	0
Bt180	2330	1190	750	842	0	0
Bt181	2330	1190	750	842	0	0
Bt182	2330	1190	750	821	0	0
Bt183	2330	1190	750	821	0	0
Bt184	2520	1480	840	1237	0	0
Bt185	2730	1700	775	1505	0	0
Bt186	2730	1700	775	1510	0	0
Bt187	2730	1700	775	1479	0	0
Bt188	2730	1700	775	1506	0	0
Bt189	2730	1700	775	1506	0	0
Bt190	2165	1204	710	791	0	0
Bt191	2165	1204	710	765	0	0
Bt192	2165	1204	710	765	0	0
Bt193	2165	1204	710	771	0	0
Bt194	2165	1204	710	768	0	0
Bt195	2165	1204	710	789	0	0
Bt196	2165	1204	710	765	0	0
Bt197	2165	1204	710	771	0	0
Bt198	2165	1204	710	771	0	0
Bt199	3792	2040	410	1398	0	0
Bt200	3792	2040	410	1398	0	0
Bt201	4620	2210	540	2455	0	0
Bt202	5940	2342	265	2600	0	0
Bt203	1960	1120	1030	1072	0	0
Bt204	1960	1120	1050	1091	0	0
Bt205	2010	820	934	625	0	0
Bt206	2010	820	934	632	0	0
Bt207	2345	1335	1180	1652	0	0
Bt208	2345	1335	1180	1652	0	0
Bt209	2020	1097	1180	1189	0	0
Bt210	2020	1097	1180	1189	0	0
Bt211	2020	1097	1180	1189	0	0
Bt212	2020	1097	1180	1189	0	0
Bt213	2380	1480	520	631	0	0
Bt214	2380	1480	520	631	0	0
Bt215	2380	1480	520	638	0	0
Bt216	2570	1420	1160	1729	0	0
Bt217	2570	1420	1160	1729	0	0
Bt218	1945	1000	740	697	0	0
Bt219	1945	1000	740	697	0	0
Bt220	1945	1000	1160	1055	0	0
Bt221	1945	1000	1160	1055	0	0
Bt222	1945	1000	1160	1084	0	0
Bt223	1945	1000	1160	1104	0	0
Bt224	1945	1000	1160	1104	0	0
Bt225	1945	1000	1160	1084	0	0
Bt226	1945	1000	1160	1143	0	0
Bt227	1945	1000	934	833	0	0
Bt228	2030	1455	509	818	0	0
Bt229	2375	1595	600	1373	0	0
Bt230	2375	1595	740	1543	0	0
Bt231	2375	1595	740	1543	0	0
Bt232	2375	1595	740	1378	0	0
Bt233	2375	1595	740	1378	0	0
Bt234	2030	1455	740	1236	0	0
Bt235	2375	1595	820	1625	0	0
Bt236	2375	1595	820	1625	0	0
Bt237	2030	1455	696	1111	0	0
Bt238	2060	1015	1070	782	0	0
Bt239	2060	1015	1070	777	0	0
Bt240	2060	1015	1070	777	0	0
Bt241	2060	1015	1070	793	0	0
Bt242	2895	1523	600	1824	0	0
Bt243	3290	1750	781	3177	0	0
Bt244	3290	1750	781	3177	0	0
Bt245	3290	1750	781	3162	0	0
Bt246	3290	1750	781	3184	0	0
Bt247	2230	1460	640	866	0	0
Bt248	2230	1460	640	866	0	0
Bt249	2090	1200	885	942	0	0
Bt250	2090	1200	885	942	0	0
Bt251	2090	1200	885	932	0	0
Bt252	2220	1098	696	658	0	0
Bt253	2220	1098	696	658	0	0
Bt254	2220	1098	696	651	0	0
Bt255	2220	1098	696	651	0	0
Bt256	2220	1098	696	666	0	0
Bt257	2220	1098	696	666	0	0
Bt258	2165	1204	840	817	0	0
Bt259	2165	1204	840	822	0	0
Bt260	2165	1204	840	798	0	0
Bt261	2165	1204	840	798	0	0
Bt262	2165	1204	840	803	0	0
Bt263	3156	990	580	648	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt134 1 
2	Bt032 1 Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt037 1 Bt190 1 Bt191 1 Bt192 1 Bt193 1 Bt194 1 Bt195 1 Bt196 1 Bt197 1 Bt198 1 
3	Bt138 1 Bt139 1 Bt140 1 Bt141 1 Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 Bt148 1 Bt149 1 Bt150 1 Bt151 1 Bt152 1 Bt153 1 
4	Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt070 1 Bt071 1 Bt072 1 Bt073 1 Bt074 1 Bt228 1 Bt229 1 Bt230 1 Bt231 1 Bt232 1 Bt233 1 Bt234 1 Bt235 1 Bt236 1 Bt237 1 
5	Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt116 1 Bt117 1 Bt118 1 Bt119 1 Bt120 1 Bt121 1 
6	Bt044 1 Bt045 1 Bt046 1 Bt047 1 Bt048 1 Bt201 1 
7	Bt038 1 Bt039 1 Bt040 1 Bt041 1 Bt042 1 Bt043 1 Bt199 1 Bt200 1 
8	Bt122 1 Bt123 1 Bt124 1 Bt125 1 
9	Bt002 1 Bt159 1 Bt160 1 Bt161 1 Bt162 1 Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 Bt168 1 Bt169 1 
10	Bt102 1 Bt103 1 Bt104 1 Bt105 1 Bt106 1 Bt107 1 Bt108 1 
11	Bt003 1 Bt004 1 Bt005 1 Bt006 1 Bt007 1 Bt170 1 Bt171 1 
12	Bt075 1 Bt076 1 Bt077 1 Bt078 1 Bt079 1 Bt238 1 Bt239 1 Bt240 1 Bt241 1 
13	Bt137 1 
14	Bt022 1 Bt023 1 Bt024 1 Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt178 1 Bt179 1 
15	Bt130 1 
16	Bt097 1 Bt098 1 
17	Bt133 1 
18	Bt099 1 
19	Bt126 1 Bt127 1 Bt128 1 Bt129 1 
20	Bt001 1 Bt154 1 Bt155 1 Bt156 1 Bt157 1 Bt158 1 
21	Bt082 1 Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt087 1 Bt252 1 Bt253 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 Bt259 1 Bt260 1 Bt261 1 Bt262 1 
22	Bt135 1 Bt136 1 
23	Bt055 1 Bt056 1 Bt057 1 Bt058 1 Bt059 1 Bt213 1 Bt214 1 Bt215 1 Bt216 1 Bt217 1 
24	Bt018 1 Bt019 1 Bt020 1 Bt021 1 Bt177 1 
25	Bt030 1 Bt031 1 Bt185 1 Bt186 1 Bt187 1 Bt188 1 Bt189 1 
26	Bt089 1 Bt090 1 Bt091 1 Bt092 1 
27	Bt029 1 Bt180 1 Bt181 1 Bt182 1 Bt183 1 Bt184 1 
28	Bt093 1 Bt094 1 Bt095 1 Bt096 1 
29	Bt051 1 Bt052 1 Bt053 1 Bt054 1 Bt203 1 Bt204 1 Bt205 1 Bt206 1 Bt207 1 Bt208 1 Bt209 1 Bt210 1 Bt211 1 Bt212 1 
30	Bt088 1 Bt263 1 
31	Bt101 1 
32	Bt060 1 Bt061 1 Bt218 1 Bt219 1 Bt220 1 Bt221 1 Bt222 1 Bt223 1 Bt224 1 Bt225 1 Bt226 1 Bt227 1 
33	Bt081 1 Bt247 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 
34	Bt080 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 Bt246 1 
35	Bt100 1 
36	Bt008 1 Bt009 1 Bt010 1 Bt011 1 Bt012 1 Bt013 1 Bt014 1 Bt015 1 Bt016 1 Bt017 1 Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 
37	Bt049 1 Bt050 1 Bt202 1 
38	Bt131 1 Bt132 1 
