Name                                      	S90_432T
Number_of_Customers                       	44
Number_of_Items                           	293
Number_of_ItemTypes                       	293
Number_of_Vehicles                        	44
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	-1072342.8341522587	816200.0127946392	0	0	0	0	0.0	0
1	935074.7167021013	-1300274.3589401855	3	0	0	0	7618.0	15190312500
2	759032.3568123053	-714873.1674400441	11	0	0	0	13242.0	24549907650
3	974227.3215679689	-1497816.1737754259	4	0	0	0	2695.0	7915440000
4	909486.8020166056	-1266285.889918138	3	0	0	0	10895.0	20675118000
5	-927207.6650416113	320199.1048061334	7	0	0	0	12404.0	25074763000
6	-1624690.0566289523	382877.4830807921	12	0	0	0	16616.0	38469825300
7	-2001537.6282231493	208724.25725172038	20	0	0	0	8376.0	17450850000
8	-2091979.8346928335	580846.5898997625	1	0	0	0	1127.0	2966041120
9	-1699516.44249747	131241.39035821476	4	0	0	0	8862.0	19420978000
10	-676313.5701912736	-1195021.6319367415	4	0	0	0	10458.0	19824875136
11	-924189.3727881009	-1249510.85647293	8	0	0	0	9817.0	23491558000
12	-526613.1577066256	-1090977.5975610144	9	0	0	0	21108.0	44837461950
13	2205609.9925645054	361219.18389062374	9	0	0	0	8384.0	16071385800
14	2102367.6331803896	764115.1691560136	12	0	0	0	10895.0	24943348500
15	1562663.78275052	138379.9115971262	9	0	0	0	8685.0	18792232200
16	1263812.2838694027	640293.625063166	3	0	0	0	6380.0	14845899200
17	2461816.7387937796	589988.7806996898	3	0	0	0	11821.0	20204016000
18	-868114.5979611062	-519613.05576663266	7	0	0	0	7091.0	14416755500
19	-702659.194784753	-16395.23123196238	9	0	0	0	15758.0	31368235800
20	-781295.498969691	24405.5624675108	9	0	0	0	9650.0	23213304000
21	-653119.7531585672	1253787.4434508372	4	0	0	0	4954.0	11914152000
22	-1118440.8419517083	-845155.518005388	5	0	0	0	8574.0	18069417000
23	272734.897328583	798527.9544434124	10	0	0	0	19780.0	32698287400
24	383345.8829559823	973784.8049551266	1	0	0	0	1746.0	3138625000
25	-367913.81680617906	1567238.819400389	2	0	0	0	3406.0	5939215500
26	215910.67375033034	-454130.88780986395	5	0	0	0	8064.0	15527701075
27	248241.38028129985	-383719.6200353362	7	0	0	0	8912.0	19706033800
28	-123135.1660464757	-611151.2255876141	2	0	0	0	6495.0	18467988000
29	850908.0751482086	488176.19177880074	5	0	0	0	2928.0	7872113200
30	891051.5782922242	-426041.41087424196	5	0	0	0	4626.0	9253643000
31	708619.3016609938	-113461.06843120784	4	0	0	0	4170.0	8812268000
32	939650.5627071694	-169128.38205654267	5	0	0	0	9973.0	20103427500
33	774512.0252340701	-388316.9644846793	9	0	0	0	13724.0	28316906250
34	862942.7864112927	502522.3728775127	11	0	0	0	19739.0	34729836300
35	725253.2738477754	-274214.33457890764	3	0	0	0	8981.0	16472954250
36	-1572903.4923811045	-1580829.1896839414	9	0	0	0	9650.0	19311708000
37	-306399.0898318106	-138216.59615316597	14	0	0	0	32771.0	67889579000
38	-281009.0808199625	560417.142774288	14	0	0	0	15711.0	31386274500
39	-1003065.0835390985	1170739.952921476	4	0	0	0	5766.0	13007409450
40	-261440.94239349387	990817.9136877239	5	0	0	0	6170.0	11478058000
41	-339482.17203957436	748672.8574309679	5	0	0	0	8091.0	14678575200
42	415421.62133404566	-472419.1678312214	6	0	0	0	8272.0	15393792000
43	-376361.59057031514	278457.36679423123	10	0	0	0	15620.0	33344412000
44	-162952.80403343705	415918.43699502846	1	0	0	0	2119.0	4574360000

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt108	2050	1325	985	1302	0	0
Bt109	2050	1325	1180	1596	0	0
Bt110	2050	1325	1180	1578	0	0
Bt111	2050	1325	1180	1578	0	0
Bt112	2050	1325	1180	1495	0	0
Bt113	2050	1325	1180	1495	0	0
Bt114	2050	1325	1180	1542	0	0
Bt115	2050	1325	1180	1542	0	0
Bt116	2050	1325	1180	1596	0	0
Bt117	3210	2350	533	1970	0	0
Bt118	3210	2350	533	1970	0	0
Bt119	3210	2350	533	1967	0	0
Bt120	3210	2350	533	2033	0	0
Bt121	3210	2350	533	2033	0	0
Bt122	2030	1490	1090	1613	0	0
Bt123	2030	1490	1200	1756	0	0
Bt124	2030	1490	1200	1816	0	0
Bt125	2030	1490	1200	1816	0	0
Bt126	2030	1490	1200	1831	0	0
Bt127	2030	1490	1200	1786	0	0
Bt128	2030	1490	1200	1786	0	0
Bt129	3248	1723	530	1127	0	0
Bt130	5745	2240	480	3670	0	0
Bt131	5745	2240	480	3670	0	0
Bt132	5745	2240	610	4481	0	0
Bt133	2600	1770	430	683	0	0
Bt134	2600	1770	430	676	0	0
Bt135	2600	1770	430	668	0	0
Bt136	2600	1770	430	668	0	0
Bt137	4730	1950	480	2317	0	0
Bt138	6180	2155	610	4289	0	0
Bt139	6180	2155	610	4289	0	0
Bt140	5000	1730	280	1381	0	0
Bt141	4900	1705	330	1539	0	0
Bt142	3340	1270	495	1110	0	0
Bt143	3340	1270	495	1070	0	0
Bt144	3340	1270	495	1070	0	0
Bt145	5275	1750	340	1746	0	0
Bt146	2165	1204	710	919	0	0
Bt147	2165	1204	710	934	0	0
Bt148	2165	1204	710	939	0	0
Bt149	2165	1204	710	926	0	0
Bt150	2165	1204	710	908	0	0
Bt151	3750	1650	855	2608	0	0
Bt152	3750	1650	800	2505	0	0
Bt153	3750	1650	800	2505	0	0
Bt154	5980	2410	430	2529	0	0
Bt155	2865	1890	425	1097	0	0
Bt156	2885	1906	410	1070	0	0
Bt157	2885	1906	410	1070	0	0
Bt158	2600	1445	495	922	0	0
Bt159	2600	1445	495	922	0	0
Bt160	2345	1335	710	1249	0	0
Bt161	1955	920	1045	1085	0	0
Bt162	1955	920	1045	1085	0	0
Bt163	1955	920	1045	1111	0	0
Bt164	1955	920	1045	1111	0	0
Bt165	2570	1420	934	1668	0	0
Bt166	2570	1420	934	1668	0	0
Bt167	1955	920	934	988	0	0
Bt168	2020	1097	1170	1433	0	0
Bt169	4960	2170	425	2119	0	0
Bt170	970	630	1210	359	0	0
Bt171	970	630	1210	359	0	0
Bt172	970	630	1210	359	0	0
Bt173	970	630	1210	359	0	0
Bt174	970	630	1210	359	0	0
Bt175	970	630	1210	359	0	0
Bt176	970	630	1210	359	0	0
Bt177	970	630	1210	359	0	0
Bt178	970	630	1210	359	0	0
Bt179	1330	650	1110	463	0	0
Bt180	1330	650	1110	463	0	0
Bt181	1330	650	1110	463	0	0
Bt182	1330	650	1110	463	0	0
Bt183	1330	650	1110	399	0	0
Bt184	1330	650	1110	463	0	0
Bt185	1330	650	1110	463	0	0
Bt186	1330	650	1110	463	0	0
Bt187	1330	650	1110	463	0	0
Bt188	1280	760	1110	521	0	0
Bt189	1280	760	1110	521	0	0
Bt190	2060	1015	985	1021	0	0
Bt191	2060	1015	985	1021	0	0
Bt192	2060	1015	985	1013	0	0
Bt193	2060	1015	985	1013	0	0
Bt194	2060	1015	985	1015	0	0
Bt195	2060	1015	985	997	0	0
Bt196	2060	1015	985	1011	0	0
Bt197	2040	1490	710	1005	0	0
Bt198	2040	1490	1140	1604	0	0
Bt199	2040	1490	1140	1612	0	0
Bt200	2040	1490	1140	1612	0	0
Bt201	2040	1490	1140	1632	0	0
Bt202	2040	1490	1140	1632	0	0
Bt203	2040	1490	1140	1642	0	0
Bt204	2040	1490	1140	1636	0	0
Bt205	2040	1490	1140	1614	0	0
Bt206	2040	1490	1140	1631	0	0
Bt207	2700	1300	940	1736	0	0
Bt208	2700	1300	940	1690	0	0
Bt209	2700	1300	940	1690	0	0
Bt210	2620	1460	1030	2090	0	0
Bt211	4730	1950	480	2002	0	0
Bt212	2630	1290	934	1455	0	0
Bt213	5745	2240	480	3413	0	0
Bt214	5745	2240	480	3413	0	0
Bt215	5745	2240	480	3336	0	0
Bt216	5745	2240	530	3671	0	0
Bt217	2030	1105	1230	1185	0	0
Bt218	2030	1105	1230	1190	0	0
Bt219	2030	1105	1230	1190	0	0
Bt220	2030	1105	1230	1149	0	0
Bt221	2030	1105	1230	1178	0	0
Bt222	2880	1495	430	781	0	0
Bt223	2880	1495	430	788	0	0
Bt224	2880	1495	430	788	0	0
Bt225	2880	1883	430	979	0	0
Bt226	2630	2260	410	1644	0	0
Bt227	5490	2100	265	1438	0	0
Bt228	5490	2100	509	2930	0	0
Bt229	5490	2100	509	2828	0	0
Bt230	2010	820	934	818	0	0
Bt231	2690	1140	781	1417	0	0
Bt232	2090	1200	885	1338	0	0
Bt233	2895	2160	580	1632	0	0
Bt234	2895	2160	580	1632	0	0
Bt235	2895	2160	740	2138	0	0
Bt236	2895	2160	740	2089	0	0
Bt237	2895	2160	740	2089	0	0
Bt238	2895	2160	740	2163	0	0
Bt239	2895	2160	740	2163	0	0
Bt240	2895	2160	740	2129	0	0
Bt241	2165	1204	840	1073	0	0
Bt242	2165	1204	840	1030	0	0
Bt243	2165	1204	840	1058	0	0
Bt244	2165	1204	840	1058	0	0
Bt245	2165	1204	840	1045	0	0
Bt246	2165	1204	840	1045	0	0
Bt247	2165	1204	840	1076	0	0
Bt248	2060	1015	985	1023	0	0
Bt249	2060	1015	985	1020	0	0
Bt250	2060	1015	985	1026	0	0
Bt251	2060	1015	985	1032	0	0
Bt252	2060	1015	985	987	0	0
Bt253	2060	1015	985	987	0	0
Bt254	2060	1015	985	1039	0	0
Bt255	2060	1015	1045	1071	0	0
Bt256	2060	1015	1045	1056	0	0
Bt257	2060	1015	940	964	0	0
Bt258	2060	1015	940	955	0	0
Bt259	2060	1015	940	960	0	0
Bt260	5745	2240	480	3631	0	0
Bt261	5745	2240	480	3331	0	0
Bt262	2755	1150	580	743	0	0
Bt263	2755	1150	580	743	0	0
Bt264	2020	1097	1180	1422	0	0
Bt265	2020	1097	1180	1381	0	0
Bt266	2470	1310	395	621	0	0
Bt267	2670	1345	390	616	0	0
Bt268	2670	1345	390	616	0	0
Bt269	2670	1345	390	646	0	0
Bt270	2470	1310	475	737	0	0
Bt271	2620	1460	696	1236	0	0
Bt272	3170	1870	533	1497	0	0
Bt273	3170	1870	533	1497	0	0
Bt274	3170	1870	533	1507	0	0
Bt275	3170	1870	533	1507	0	0
Bt276	2910	1760	530	1031	0	0
Bt277	2910	1760	530	1025	0	0
Bt278	2345	1355	580	755	0	0
Bt279	2345	1355	580	747	0	0
Bt280	2630	1290	1180	1849	0	0
Bt281	1980	1200	1080	1351	0	0
Bt282	1980	1200	1080	1351	0	0
Bt283	1980	1200	1080	1409	0	0
Bt284	1980	1200	1045	1310	0	0
Bt285	1980	1200	1045	1310	0	0
Bt286	2031	1270	1140	1554	0	0
Bt287	2031	1270	1140	1542	0	0
Bt288	2031	1270	1180	1618	0	0
Bt289	2031	1270	1180	1618	0	0
Bt290	2020	1097	1170	1199	0	0
Bt291	2020	984	1170	1199	0	0
Bt292	2020	1097	1170	1199	0	0
Bt293	3975	1673	160	720	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt151 1 Bt152 1 Bt153 1 
2	Bt158 1 Bt159 1 Bt160 1 Bt161 1 Bt162 1 Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 Bt168 1 
3	Bt133 1 Bt134 1 Bt135 1 Bt136 1 
4	Bt137 1 Bt138 1 Bt139 1 
5	Bt122 1 Bt123 1 Bt124 1 Bt125 1 Bt126 1 Bt127 1 Bt128 1 
6	Bt058 1 Bt059 1 Bt060 1 Bt061 1 Bt062 1 Bt241 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 Bt246 1 Bt247 1 
7	Bt170 1 Bt171 1 Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 Bt177 1 Bt178 1 Bt179 1 Bt180 1 Bt181 1 Bt182 1 Bt183 1 Bt184 1 Bt185 1 Bt186 1 Bt187 1 Bt188 1 Bt189 1 
8	Bt129 1 
9	Bt066 1 Bt067 1 Bt262 1 Bt263 1 
10	Bt097 1 Bt098 1 Bt099 1 Bt100 1 
11	Bt068 1 Bt069 1 Bt070 1 Bt071 1 Bt072 1 Bt073 1 Bt264 1 Bt265 1 
12	Bt020 1 Bt021 1 Bt022 1 Bt023 1 Bt024 1 Bt213 1 Bt214 1 Bt215 1 Bt216 1 
13	Bt012 1 Bt013 1 Bt014 1 Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt019 1 Bt212 1 
14	Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt031 1 Bt217 1 Bt218 1 Bt219 1 Bt220 1 Bt221 1 
15	Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt087 1 Bt088 1 Bt290 1 Bt291 1 Bt292 1 
16	Bt010 1 Bt011 1 Bt211 1 
17	Bt130 1 Bt131 1 Bt132 1 
18	Bt190 1 Bt191 1 Bt192 1 Bt193 1 Bt194 1 Bt195 1 Bt196 1 
19	Bt036 1 Bt037 1 Bt038 1 Bt039 1 Bt040 1 Bt041 1 Bt042 1 Bt043 1 Bt230 1 
20	Bt001 1 Bt002 1 Bt003 1 Bt004 1 Bt005 1 Bt006 1 Bt207 1 Bt208 1 Bt209 1 
21	Bt080 1 Bt278 1 Bt279 1 Bt280 1 
22	Bt034 1 Bt035 1 Bt227 1 Bt228 1 Bt229 1 
23	Bt044 1 Bt045 1 Bt046 1 Bt047 1 Bt048 1 Bt049 1 Bt050 1 Bt051 1 Bt231 1 Bt232 1 
24	Bt145 1 
25	Bt033 1 Bt226 1 
26	Bt082 1 Bt286 1 Bt287 1 Bt288 1 Bt289 1 
27	Bt079 1 Bt272 1 Bt273 1 Bt274 1 Bt275 1 Bt276 1 Bt277 1 
28	Bt106 1 Bt107 1 
29	Bt101 1 Bt102 1 Bt103 1 Bt104 1 Bt105 1 
30	Bt146 1 Bt147 1 Bt148 1 Bt149 1 Bt150 1 
31	Bt007 1 Bt008 1 Bt009 1 Bt210 1 
32	Bt117 1 Bt118 1 Bt119 1 Bt120 1 Bt121 1 
33	Bt108 1 Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt116 1 
34	Bt074 1 Bt075 1 Bt076 1 Bt077 1 Bt078 1 Bt266 1 Bt267 1 Bt268 1 Bt269 1 Bt270 1 Bt271 1 
35	Bt065 1 Bt260 1 Bt261 1 
36	Bt089 1 Bt090 1 Bt091 1 Bt092 1 Bt093 1 Bt094 1 Bt095 1 Bt096 1 Bt293 1 
37	Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt056 1 Bt057 1 Bt233 1 Bt234 1 Bt235 1 Bt236 1 Bt237 1 Bt238 1 Bt239 1 Bt240 1 
38	Bt063 1 Bt064 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 Bt252 1 Bt253 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 Bt259 1 
39	Bt154 1 Bt155 1 Bt156 1 Bt157 1 
40	Bt140 1 Bt141 1 Bt142 1 Bt143 1 Bt144 1 
41	Bt032 1 Bt222 1 Bt223 1 Bt224 1 Bt225 1 
42	Bt081 1 Bt281 1 Bt282 1 Bt283 1 Bt284 1 Bt285 1 
43	Bt197 1 Bt198 1 Bt199 1 Bt200 1 Bt201 1 Bt202 1 Bt203 1 Bt204 1 Bt205 1 Bt206 1 
44	Bt169 1 
