Name                                      	S20_288T
Number_of_Customers                       	25
Number_of_Items                           	174
Number_of_ItemTypes                       	174
Number_of_Vehicles                        	25
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	-1098531.949092454	658414.9702855011	0	0	0	0	0.0	0
1	1382868.5874162558	-1000726.8939818699	6	0	0	0	9235.0	16408582000
2	1303963.8485825518	-825406.1357548633	7	0	0	0	19068.0	29960738000
3	1264768.1414391566	-906185.0029124357	2	0	0	0	6060.0	12354048000
4	1112486.6165971658	-329669.598268696	12	0	0	0	9739.0	20997584500
5	-941417.7013137533	55906.392365068285	2	0	0	0	3666.0	6945848000
6	-1700311.9822650685	376921.749750203	10	0	0	0	16021.0	26405853120
7	-1072604.9853966085	-136775.91282406525	8	0	0	0	13964.0	23744014500
8	-2158956.2778879353	-186136.48540240485	7	0	0	0	14665.0	27188376000
9	-955416.0693461295	-7568.69746656492	4	0	0	0	15448.0	25994976000
10	-248127.2093813762	-860062.7952370079	9	0	0	0	19913.0	39313785000
11	-51922.35905668161	-802752.5705226826	2	0	0	0	4406.0	11438215000
12	1776160.8047155673	1056545.6306561327	7	0	0	0	7994.0	16382520000
13	2212782.067768292	1315380.4010761853	9	0	0	0	11170.0	30410333800
14	-831884.0070427433	-205330.35088517662	14	0	0	0	13517.0	28441092200
15	-606530.7649865756	-16805.371185201202	7	0	0	0	8369.0	18026154000
16	-784708.3308202453	-1014988.0690172964	18	0	0	0	17530.0	37815044800
17	-193296.588589108	1725970.1921762226	2	0	0	0	5857.0	10355568000
18	457704.005572599	-212302.66277255584	9	0	0	0	15006.0	27461203200
19	404781.2600219293	134688.07754004071	12	0	0	0	18241.0	32939486750
20	136798.21758811185	-108862.29465153228	5	0	0	0	15217.0	31237802000
21	474207.1599719834	-137158.10816338393	4	0	0	0	5713.0	11406329300
22	874134.6961694389	-29116.4362134081	4	0	0	0	5000.0	12133476000
23	-176036.49905930224	-63230.64031278815	9	0	0	0	23469.0	43329676800
24	-888493.9318179803	1138157.6183633679	3	0	0	0	6030.0	11516870400
25	307583.25021290925	381092.9933592113	2	0	0	0	2778.0	6817079200

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt072	2030	1490	934	1420	0	0
Bt073	1980	1160	1180	1343	0	0
Bt074	1980	1160	1180	1366	0	0
Bt075	2220	1090	1140	1146	0	0
Bt076	2220	1090	1140	1115	0	0
Bt077	2220	1090	1140	1115	0	0
Bt078	2820	1200	1140	1624	0	0
Bt079	4530	2020	480	1727	0	0
Bt080	5690	2030	610	2679	0	0
Bt081	1980	1200	985	1137	0	0
Bt082	1980	1200	985	1137	0	0
Bt083	1980	1200	985	1146	0	0
Bt084	1980	1200	985	1148	0	0
Bt085	1980	1200	985	1155	0	0
Bt086	1980	1200	985	1155	0	0
Bt087	1980	1200	985	1116	0	0
Bt088	4870	2215	480	2896	0	0
Bt089	4870	2215	480	2961	0	0
Bt090	5745	2240	480	3015	0	0
Bt091	5745	2240	480	3045	0	0
Bt092	5745	2240	480	3732	0	0
Bt093	5745	2240	480	3732	0	0
Bt094	5745	2240	530	3992	0	0
Bt095	5745	2240	530	3992	0	0
Bt096	6110	2030	280	1833	0	0
Bt097	6110	2030	280	1833	0	0
Bt098	2030	1490	934	1034	0	0
Bt099	2030	1490	1140	1271	0	0
Bt100	2030	1490	1140	1271	0	0
Bt101	2030	1490	1140	1271	0	0
Bt102	2030	1490	1140	1271	0	0
Bt103	2030	1490	1140	1237	0	0
Bt104	2030	1490	1140	1262	0	0
Bt105	2030	1490	1140	1295	0	0
Bt106	2030	1490	1140	1258	0	0
Bt107	5840	2210	530	2728	0	0
Bt108	5840	2210	530	2749	0	0
Bt109	5840	2210	530	2771	0	0
Bt110	1980	1200	1070	1196	0	0
Bt111	1980	1200	1070	1230	0	0
Bt112	1980	1200	1070	1181	0	0
Bt113	1980	1200	934	1040	0	0
Bt114	2060	1015	934	885	0	0
Bt115	2060	1015	934	878	0	0
Bt116	2060	1015	934	913	0	0
Bt117	2060	1015	934	913	0	0
Bt118	2060	1015	934	855	0	0
Bt119	2060	1015	934	886	0	0
Bt120	2060	1015	934	919	0	0
Bt121	2060	1015	934	919	0	0
Bt122	2165	1204	710	791	0	0
Bt123	2165	1204	710	765	0	0
Bt124	2165	1204	710	765	0	0
Bt125	2165	1204	710	771	0	0
Bt126	2165	1204	710	768	0	0
Bt127	2165	1204	710	789	0	0
Bt128	2165	1204	710	765	0	0
Bt129	2165	1204	710	771	0	0
Bt130	2165	1204	710	771	0	0
Bt131	4180	1690	600	2689	0	0
Bt132	4180	1690	600	2637	0	0
Bt133	2260	1350	840	1596	0	0
Bt134	2260	1350	840	1586	0	0
Bt135	2260	1350	1045	1964	0	0
Bt136	2260	1350	1045	1964	0	0
Bt137	2260	1350	1045	1964	0	0
Bt138	2260	1350	1045	1952	0	0
Bt139	2260	1350	1045	1964	0	0
Bt140	5480	1750	135	743	0	0
Bt141	5480	1750	135	743	0	0
Bt142	2840	2250	190	708	0	0
Bt143	3140	2260	220	887	0	0
Bt144	3140	2260	270	1158	0	0
Bt145	3248	1723	530	1648	0	0
Bt146	2736	2310	530	2108	0	0
Bt147	2736	2310	530	2108	0	0
Bt148	5135	2430	200	1214	0	0
Bt149	3340	1270	210	542	0	0
Bt150	4900	1705	330	1599	0	0
Bt151	4900	1705	330	1601	0	0
Bt152	2865	1460	430	791	0	0
Bt153	2865	1460	430	791	0	0
Bt154	3210	1450	519	1077	0	0
Bt155	3210	1450	519	1059	0	0
Bt156	2040	1490	1180	2016	0	0
Bt157	2040	1490	1180	2082	0	0
Bt158	2040	1490	1180	2086	0	0
Bt159	2040	1490	1180	2086	0	0
Bt160	2040	1490	1180	2098	0	0
Bt161	5380	2290	530	4521	0	0
Bt162	2655	2290	425	1511	0	0
Bt163	2655	2290	425	1511	0	0
Bt164	2655	2290	425	1524	0	0
Bt165	2655	2290	425	1551	0	0
Bt166	2655	2290	425	1538	0	0
Bt167	2655	2290	425	1538	0	0
Bt168	2655	2290	425	1524	0	0
Bt169	2655	2290	425	1511	0	0
Bt170	2655	2290	425	1538	0	0
Bt171	3600	600	1170	1048	0	0
Bt172	3600	600	1170	1089	0	0
Bt173	3600	600	990	870	0	0
Bt174	2340	1910	530	1527	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt035 1 Bt036 1 Bt148 1 Bt149 1 Bt150 1 Bt151 1 
2	Bt007 1 Bt008 1 Bt009 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 
3	Bt090 1 Bt091 1 
4	Bt055 1 Bt056 1 Bt057 1 Bt058 1 Bt059 1 Bt060 1 Bt061 1 Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt174 1 
5	Bt096 1 Bt097 1 
6	Bt033 1 Bt034 1 Bt140 1 Bt141 1 Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 
7	Bt032 1 Bt133 1 Bt134 1 Bt135 1 Bt136 1 Bt137 1 Bt138 1 Bt139 1 
8	Bt042 1 Bt043 1 Bt156 1 Bt157 1 Bt158 1 Bt159 1 Bt160 1 
9	Bt092 1 Bt093 1 Bt094 1 Bt095 1 
10	Bt037 1 Bt038 1 Bt039 1 Bt040 1 Bt041 1 Bt152 1 Bt153 1 Bt154 1 Bt155 1 
11	Bt079 1 Bt080 1 
12	Bt081 1 Bt082 1 Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt087 1 
13	Bt098 1 Bt099 1 Bt100 1 Bt101 1 Bt102 1 Bt103 1 Bt104 1 Bt105 1 Bt106 1 
14	Bt020 1 Bt021 1 Bt022 1 Bt023 1 Bt024 1 Bt122 1 Bt123 1 Bt124 1 Bt125 1 Bt126 1 Bt127 1 Bt128 1 Bt129 1 Bt130 1 
15	Bt051 1 Bt052 1 Bt053 1 Bt054 1 Bt171 1 Bt172 1 Bt173 1 
16	Bt010 1 Bt011 1 Bt012 1 Bt013 1 Bt014 1 Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt019 1 Bt114 1 Bt115 1 Bt116 1 Bt117 1 Bt118 1 Bt119 1 Bt120 1 Bt121 1 
17	Bt088 1 Bt089 1 
18	Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt031 1 Bt131 1 Bt132 1 
19	Bt048 1 Bt049 1 Bt050 1 Bt162 1 Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 Bt168 1 Bt169 1 Bt170 1 
20	Bt044 1 Bt045 1 Bt046 1 Bt047 1 Bt161 1 
21	Bt071 1 Bt072 1 Bt073 1 Bt074 1 
22	Bt075 1 Bt076 1 Bt077 1 Bt078 1 
23	Bt001 1 Bt002 1 Bt003 1 Bt004 1 Bt005 1 Bt006 1 Bt107 1 Bt108 1 Bt109 1 
24	Bt068 1 Bt069 1 Bt070 1 
25	Bt066 1 Bt067 1 
