Name                                      	S96_456T
Number_of_Customers                       	45
Number_of_Items                           	326
Number_of_ItemTypes                       	326
Number_of_Vehicles                        	45
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	-826868.5128508629	434286.1281109452	0	0	0	0	0.0	0
1	1145038.505371039	-903689.7661614293	11	0	0	0	9934.0	18583211600
2	-1336662.3576105786	-41199.798806000435	4	0	0	0	3912.0	7402914400
3	-2109476.5242182864	-101290.00458507297	6	0	0	0	14121.0	28356534000
4	-1281653.4838358858	437513.5740126485	8	0	0	0	11375.0	23768338600
5	-1372187.7178834255	-332851.68668505154	16	0	0	0	17949.0	37231920000
6	-793154.1700551194	-228198.6732293945	7	0	0	0	8376.0	18333120000
7	-1340931.0931568542	-233232.8218755122	11	0	0	0	12472.0	27861707400
8	-318923.2600970246	-1613460.6159634192	2	0	0	0	3080.0	5860512000
9	2459379.8523223028	799271.3905888371	1	0	0	0	1156.0	2635160000
10	2183861.1132385423	11931.768314370176	6	0	0	0	9095.0	16742287250
11	143375.94759545944	235325.47151927324	2	0	0	0	3003.0	7893025000
12	-344893.1845661816	399632.57794160565	3	0	0	0	8189.0	17777832500
13	2542028.8091774387	127850.18836006502	20	0	0	0	22610.0	46150959840
14	-505947.3245385943	-795169.7886824739	14	0	0	0	23108.0	43980379650
15	-208972.26813419224	-633586.0415287982	2	0	0	0	3672.0	6200849500
16	-324322.89553539624	-713240.3933397266	5	0	0	0	7293.0	14960346000
17	-367385.5470855687	-333203.91547092306	12	0	0	0	11188.0	24805826500
18	-341480.69609083375	-341145.97877286415	2	0	0	0	4152.0	11324544000
19	-414305.4291365111	1070241.7567732278	5	0	0	0	5401.0	13447843750
20	532733.3061674179	586454.7347226484	11	0	0	0	14353.0	40319958400
21	269134.8954869261	1352615.926099307	4	0	0	0	9562.0	17779705200
22	-547260.8467425188	49661.76773677862	18	0	0	0	13471.0	33397964000
23	-383495.6662297781	140309.06675882678	2	0	0	0	1940.0	3957720000
24	-479968.99055364646	1303819.8111484153	1	0	0	0	1893.0	3954150000
25	-411284.34803420224	1692148.85279565	2	0	0	0	4189.0	9645482250
26	627498.5247944022	-617384.3785291495	8	0	0	0	6426.0	16476292000
27	275338.7189178268	-217757.97943593006	2	0	0	0	6495.0	18467988000
28	422455.23954656965	-352022.90058930626	10	0	0	0	17898.0	38298386280
29	79160.23629053327	-918760.9333361536	8	0	0	0	10763.0	23672790400
30	1487524.5314438036	-600751.5245691361	6	0	0	0	14062.0	27956304000
31	1376683.7251928789	-243005.95225944545	9	0	0	0	16100.0	36514267400
32	1003986.857275736	152990.46265543686	6	0	0	0	12178.0	24900503600
33	1474662.339360411	-407221.32503644214	3	0	0	0	9329.0	14949787600
34	1228551.1896771572	260767.30757798598	8	0	0	0	17377.0	29731826250
35	1033502.1126406045	-573082.5314340108	7	0	0	0	11517.0	22554756000
36	-204043.35277646172	-239376.61070901228	26	0	0	0	24807.0	52866641100
37	-973281.8160464604	874180.4586940419	4	0	0	0	6267.0	11288642000
38	-904198.565046775	903314.7573459181	1	0	0	0	657.0	1052512500
39	-41427.53414796593	420370.44002427894	8	0	0	0	15052.0	32706200000
40	-76343.20344556756	461230.62952330546	3	0	0	0	5904.0	11989550400
41	-1007642.9943872695	-1195483.6753804612	8	0	0	0	9045.0	21956704000
42	-1110664.3133342252	-1214109.5082805129	7	0	0	0	618.0	1264822820
43	-83045.0110450859	2075.8959782598895	16	0	0	0	24005.0	51410283000
44	-62897.93754072536	-2559.854240816785	6	0	0	0	13944.0	26527122000
45	-112196.86037305159	1135793.6922192168	5	0	0	0	8150.0	16206776250

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt126	4760	2430	440	3066	0	0
Bt127	4760	2430	440	3066	0	0
Bt128	4760	2430	400	2759	0	0
Bt129	5940	2342	270	1775	0	0
Bt130	6210	2020	519	3703	0	0
Bt131	6210	2020	519	3703	0	0
Bt132	6160	2370	645	3377	0	0
Bt133	6160	2370	620	3118	0	0
Bt134	4350	1515	600	1893	0	0
Bt135	1980	1200	985	1144	0	0
Bt136	1980	1200	985	1118	0	0
Bt137	1980	1200	985	1118	0	0
Bt138	1980	1200	985	1108	0	0
Bt139	1980	1200	985	1155	0	0
Bt140	1980	1200	985	1134	0	0
Bt141	1980	1200	985	1111	0	0
Bt142	1980	1200	985	1145	0	0
Bt143	1980	1200	985	1145	0	0
Bt144	1980	1200	985	1165	0	0
Bt145	1980	1200	985	1093	0	0
Bt146	1980	1200	985	1093	0	0
Bt147	1980	1200	985	1145	0	0
Bt148	1980	1200	985	1145	0	0
Bt149	1980	1200	940	1068	0	0
Bt150	1980	1200	940	1062	0	0
Bt151	4025	1325	740	1471	0	0
Bt152	4025	1325	740	1532	0	0
Bt153	5650	2120	220	1156	0	0
Bt154	5745	2240	270	1360	0	0
Bt155	5745	2240	610	2792	0	0
Bt156	3175	1950	170	657	0	0
Bt157	5060	2000	430	2511	0	0
Bt158	4620	2210	519	3409	0	0
Bt159	4620	2210	519	3409	0	0
Bt160	1760	1330	1180	1108	0	0
Bt161	1760	1330	1180	1108	0	0
Bt162	1760	1330	1170	1124	0	0
Bt163	1760	1330	1170	1152	0	0
Bt164	1760	1330	1170	1124	0	0
Bt165	1760	1330	1170	1143	0	0
Bt166	1760	1330	1170	1143	0	0
Bt167	1760	1330	1170	1143	0	0
Bt168	2600	1770	430	970	0	0
Bt169	2600	1770	430	970	0	0
Bt170	2060	1015	985	830	0	0
Bt171	2060	1015	985	801	0	0
Bt172	2060	1015	985	785	0	0
Bt173	2060	1015	985	785	0	0
Bt174	2060	1015	985	815	0	0
Bt175	2060	1015	985	796	0	0
Bt176	2060	1015	985	802	0	0
Bt177	2060	1015	985	812	0	0
Bt178	2220	1230	1180	1712	0	0
Bt179	2220	1230	1180	1712	0	0
Bt180	2220	1230	1180	1616	0	0
Bt181	2220	1230	1180	1616	0	0
Bt182	2220	1230	1180	1604	0	0
Bt183	2220	1230	1180	1653	0	0
Bt184	2220	1230	1180	1604	0	0
Bt185	2170	1460	934	1364	0	0
Bt186	2170	1460	934	1321	0	0
Bt187	2170	1460	934	1321	0	0
Bt188	2170	1460	934	1330	0	0
Bt189	2170	1460	934	1330	0	0
Bt190	2170	1460	934	1373	0	0
Bt191	2170	1460	934	1332	0	0
Bt192	2170	1460	934	1392	0	0
Bt193	2031	1270	1160	1456	0	0
Bt194	2031	1270	1160	1456	0	0
Bt195	2031	1270	1160	1418	0	0
Bt196	2031	1270	1160	1443	0	0
Bt197	2031	1270	1160	1520	0	0
Bt198	2165	1204	710	932	0	0
Bt199	2165	1204	710	1008	0	0
Bt200	2165	1204	710	1021	0	0
Bt201	2165	1204	710	951	0	0
Bt202	2375	1595	710	1094	0	0
Bt203	2375	1595	710	1082	0	0
Bt204	2375	1595	710	1075	0	0
Bt205	2375	1595	710	1075	0	0
Bt206	2375	1595	710	1075	0	0
Bt207	2927	2230	475	1836	0	0
Bt208	2927	2230	475	1836	0	0
Bt209	3070	2396	360	1309	0	0
Bt210	3070	2396	360	1309	0	0
Bt211	3260	2320	885	3286	0	0
Bt212	5130	1680	340	1540	0	0
Bt213	5130	1680	340	1540	0	0
Bt214	3200	1520	300	533	0	0
Bt215	3200	1520	300	535	0	0
Bt216	3200	1520	300	516	0	0
Bt217	3200	1520	300	540	0	0
Bt218	3200	1520	300	540	0	0
Bt219	3200	1520	300	540	0	0
Bt220	3200	1520	300	540	0	0
Bt221	3200	1520	300	524	0	0
Bt222	2865	1360	430	718	0	0
Bt223	2865	1360	430	718	0	0
Bt224	3360	1500	430	1049	0	0
Bt225	3360	1500	430	1049	0	0
Bt226	3360	1500	430	1044	0	0
Bt227	3360	1500	430	1044	0	0
Bt228	3365	1400	533	913	0	0
Bt229	3365	1400	509	868	0	0
Bt230	3365	1400	509	900	0	0
Bt231	3365	1400	509	900	0	0
Bt232	4350	1515	625	2019	0	0
Bt233	3720	2190	280	1319	0	0
Bt234	3720	2190	430	1987	0	0
Bt235	3720	2190	430	1987	0	0
Bt236	2868	2180	800	1771	0	0
Bt237	2795	2030	800	1599	0	0
Bt238	2795	2030	800	1607	0	0
Bt239	2795	2030	800	1599	0	0
Bt240	3310	2180	710	1790	0	0
Bt241	3230	1730	696	1314	0	0
Bt242	5745	2240	610	3606	0	0
Bt243	5745	2240	610	3543	0	0
Bt244	5745	2240	610	3606	0	0
Bt245	2031	1270	1180	1388	0	0
Bt246	2031	1270	1180	1388	0	0
Bt247	2031	1270	1180	1400	0	0
Bt248	2031	1270	1180	1400	0	0
Bt249	2031	1270	1180	1388	0	0
Bt250	1980	1200	1045	1181	0	0
Bt251	1980	1200	1070	1213	0	0
Bt252	1980	1200	1070	1213	0	0
Bt253	1980	1200	1070	1193	0	0
Bt254	1980	1200	1070	1246	0	0
Bt255	1980	1200	1070	1208	0	0
Bt256	1980	1200	1070	1208	0	0
Bt257	1980	1200	1070	1204	0	0
Bt258	1980	1200	1070	1247	0	0
Bt259	1980	1200	1070	1229	0	0
Bt260	1980	1200	1070	1188	0	0
Bt261	1980	1200	1070	1220	0	0
Bt262	2060	1080	730	914	0	0
Bt263	2060	1080	730	906	0	0
Bt264	2060	1080	730	906	0	0
Bt265	5815	1760	510	2713	0	0
Bt266	4720	2420	610	4649	0	0
Bt267	2165	1204	710	939	0	0
Bt268	2165	1204	710	937	0	0
Bt269	2165	1204	710	986	0	0
Bt270	2165	1204	882	1173	0	0
Bt271	2165	1204	882	1173	0	0
Bt272	2165	1204	882	1136	0	0
Bt273	2165	1204	882	1136	0	0
Bt274	2760	2020	425	992	0	0
Bt275	2335	2280	750	1700	0	0
Bt276	5130	2265	519	3302	0	0
Bt277	5130	2265	519	3341	0	0
Bt278	5130	2265	519	3367	0	0
Bt279	5600	2190	610	3442	0	0
Bt280	5600	2190	610	3442	0	0
Bt281	2100	1410	1170	1352	0	0
Bt282	2100	1410	1170	1352	0	0
Bt283	2100	1410	1170	1331	0	0
Bt284	2100	1410	1170	1301	0	0
Bt285	2030	1490	934	1404	0	0
Bt286	2030	1490	934	1380	0	0
Bt287	2030	1490	1140	1635	0	0
Bt288	2030	1490	1140	1630	0	0
Bt289	2470	1440	45	46	0	0
Bt290	2040	1334	62	52	0	0
Bt291	2165	1204	710	856	0	0
Bt292	2165	1204	710	856	0	0
Bt293	2165	1204	710	865	0	0
Bt294	2165	1204	710	848	0	0
Bt295	2165	1204	710	865	0	0
Bt296	2165	1204	710	856	0	0
Bt297	2165	1204	710	873	0	0
Bt298	2165	1204	840	1041	0	0
Bt299	2165	1204	840	1031	0	0
Bt300	2165	1204	840	1031	0	0
Bt301	2165	1204	840	1041	0	0
Bt302	2165	1204	840	1061	0	0
Bt303	2165	1204	840	1061	0	0
Bt304	4730	1950	310	1394	0	0
Bt305	4730	1950	310	1222	0	0
Bt306	4730	1950	310	1222	0	0
Bt307	5745	2240	480	2976	0	0
Bt308	2030	1490	970	1308	0	0
Bt309	2030	1490	970	1308	0	0
Bt310	2030	1490	1050	2813	0	0
Bt311	2030	1490	1140	1596	0	0
Bt312	4810	2180	540	2689	0	0
Bt313	4810	2180	540	2689	0	0
Bt314	4720	2420	530	2706	0	0
Bt315	4720	2420	530	2706	0	0
Bt316	4725	1940	610	1961	0	0
Bt317	4725	1940	610	1961	0	0
Bt318	2165	1204	580	730	0	0
Bt319	2165	1204	720	918	0	0
Bt320	2165	1204	720	875	0	0
Bt321	2165	1204	720	877	0	0
Bt322	2165	1204	720	944	0	0
Bt323	2205	1055	730	820	0	0
Bt324	2205	1055	730	820	0	0
Bt325	2205	1055	730	820	0	0
Bt326	2995	1080	310	381	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt118 1 Bt119 1 Bt120 1 Bt121 1 Bt122 1 Bt123 1 Bt318 1 Bt319 1 Bt320 1 Bt321 1 Bt322 1 
2	Bt198 1 Bt199 1 Bt200 1 Bt201 1 
3	Bt024 1 Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt262 1 
4	Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt056 1 Bt057 1 Bt058 1 Bt275 1 
5	Bt135 1 Bt136 1 Bt137 1 Bt138 1 Bt139 1 Bt140 1 Bt141 1 Bt142 1 Bt143 1 Bt144 1 Bt145 1 Bt146 1 Bt147 1 Bt148 1 Bt149 1 Bt150 1 
6	Bt014 1 Bt015 1 Bt245 1 Bt246 1 Bt247 1 Bt248 1 Bt249 1 
7	Bt042 1 Bt043 1 Bt044 1 Bt045 1 Bt046 1 Bt047 1 Bt048 1 Bt049 1 Bt050 1 Bt051 1 Bt274 1 
8	Bt212 1 Bt213 1 
9	Bt153 1 
10	Bt106 1 Bt107 1 Bt308 1 Bt309 1 Bt310 1 Bt311 1 
11	Bt151 1 Bt152 1 
12	Bt070 1 Bt279 1 Bt280 1 
13	Bt016 1 Bt017 1 Bt018 1 Bt019 1 Bt020 1 Bt021 1 Bt022 1 Bt023 1 Bt250 1 Bt251 1 Bt252 1 Bt253 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 Bt259 1 Bt260 1 Bt261 1 
14	Bt059 1 Bt060 1 Bt061 1 Bt062 1 Bt063 1 Bt064 1 Bt065 1 Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt276 1 Bt277 1 Bt278 1 
15	Bt207 1 Bt208 1 
16	Bt193 1 Bt194 1 Bt195 1 Bt196 1 Bt197 1 
17	Bt095 1 Bt096 1 Bt097 1 Bt098 1 Bt099 1 Bt100 1 Bt101 1 Bt102 1 Bt103 1 Bt104 1 Bt105 1 Bt307 1 
18	Bt154 1 Bt155 1 
19	Bt202 1 Bt203 1 Bt204 1 Bt205 1 Bt206 1 
20	Bt003 1 Bt004 1 Bt005 1 Bt006 1 Bt007 1 Bt236 1 Bt237 1 Bt238 1 Bt239 1 Bt240 1 Bt241 1 
21	Bt129 1 Bt130 1 Bt131 1 Bt326 1 
22	Bt214 1 Bt215 1 Bt216 1 Bt217 1 Bt218 1 Bt219 1 Bt220 1 Bt221 1 Bt222 1 Bt223 1 Bt224 1 Bt225 1 Bt226 1 Bt227 1 Bt228 1 Bt229 1 Bt230 1 Bt231 1 
23	Bt168 1 Bt169 1 
24	Bt134 1 
25	Bt001 1 Bt232 1 
26	Bt170 1 Bt171 1 Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 Bt177 1 
27	Bt132 1 Bt133 1 
28	Bt039 1 Bt040 1 Bt041 1 Bt267 1 Bt268 1 Bt269 1 Bt270 1 Bt271 1 Bt272 1 Bt273 1 
29	Bt185 1 Bt186 1 Bt187 1 Bt188 1 Bt189 1 Bt190 1 Bt191 1 Bt192 1 
30	Bt029 1 Bt030 1 Bt031 1 Bt032 1 Bt263 1 Bt264 1 
31	Bt008 1 Bt009 1 Bt010 1 Bt011 1 Bt012 1 Bt013 1 Bt242 1 Bt243 1 Bt244 1 
32	Bt073 1 Bt074 1 Bt285 1 Bt286 1 Bt287 1 Bt288 1 
33	Bt157 1 Bt158 1 Bt159 1 
34	Bt124 1 Bt125 1 Bt126 1 Bt127 1 Bt128 1 Bt323 1 Bt324 1 Bt325 1 
35	Bt178 1 Bt179 1 Bt180 1 Bt181 1 Bt182 1 Bt183 1 Bt184 1 
36	Bt080 1 Bt081 1 Bt082 1 Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt087 1 Bt088 1 Bt089 1 Bt090 1 Bt091 1 Bt092 1 Bt291 1 Bt292 1 Bt293 1 Bt294 1 Bt295 1 Bt296 1 Bt297 1 Bt298 1 Bt299 1 Bt300 1 Bt301 1 Bt302 1 Bt303 1 
37	Bt002 1 Bt233 1 Bt234 1 Bt235 1 
38	Bt156 1 
39	Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt037 1 Bt038 1 Bt265 1 Bt266 1 
40	Bt209 1 Bt210 1 Bt211 1 
41	Bt160 1 Bt161 1 Bt162 1 Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 
42	Bt075 1 Bt076 1 Bt077 1 Bt078 1 Bt079 1 Bt289 1 Bt290 1 
43	Bt108 1 Bt109 1 Bt110 1 Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt116 1 Bt117 1 Bt312 1 Bt313 1 Bt314 1 Bt315 1 Bt316 1 Bt317 1 
44	Bt071 1 Bt072 1 Bt281 1 Bt282 1 Bt283 1 Bt284 1 
45	Bt093 1 Bt094 1 Bt304 1 Bt305 1 Bt306 1 
