Name                                      	S99_480T
Number_of_Customers                       	45
Number_of_Items                           	333
Number_of_ItemTypes                       	333
Number_of_Vehicles                        	45
TimeWindows                               	0

VEHICLE
Mass_Capacity                             	24000
CargoSpace_Length                         	13500
CargoSpace_Width                          	2450
CargoSpace_Height                         	2700
Wheelbase                                 	3790
Max_Mass_FrontAxle                        	8400
Max_Mass_RearAxle                         	12075
Max_Mass_TrailerAxle                      	24120
Distance_Kingpin_RearAxle                 	560
Distance_Kingpin_TrailerAxle              	8160
Distance_CargoSpace_TrailerAxle           	9550
Distance_Mass_Tractor_RearAxle            	2568
Distance_Mass_Trailer_TrailerAxle         	1632
Mass_Tractor                              	8197
Mass_Trailer                              	6472

CUSTOMERS
i	x	y	Demand	ReadyTime	DueDate	ServiceTime	DemandedMass	DemandedVolume
0	-731809.671455774	1049389.9673061133	0	0	0	0	0.0	0
1	650536.7470231901	-1107976.2867236107	4	0	0	0	4374.0	9408960000
2	629251.8934507035	-1781253.9416695794	6	0	0	0	12011.0	23151744000
3	786708.0390606199	-1121087.5269560763	1	0	0	0	1580.0	3271101300
4	-1723736.8523570201	985354.3289066259	4	0	0	0	6348.0	12712050000
5	-1325972.453038823	-1131457.4424025805	6	0	0	0	9305.0	15626323450
6	-847652.044626216	-1000808.616070025	7	0	0	0	6550.0	11368728000
7	-719680.81916252	-720466.4181669722	10	0	0	0	16834.0	30442882500
8	1796099.8316574923	-630279.007177077	7	0	0	0	10438.0	17241690440
9	2259228.208999763	72602.26579740547	13	0	0	0	25705.0	49072301000
10	1801489.5295470036	-453075.66459752753	2	0	0	0	3604.0	6987648000
11	-297317.750004071	867634.2986419714	12	0	0	0	20111.0	36380606000
12	2562202.9337960617	-426772.499098264	2	0	0	0	3211.0	6087313200
13	-940611.0567017557	-281667.2781837895	5	0	0	0	4934.0	12155854000
14	-842968.6054805237	-210079.73126711397	14	0	0	0	14364.0	29347767400
15	-626839.3981917626	-1458152.8168936344	4	0	0	0	7200.0	14835086000
16	-633314.1461410783	-1471887.8293720433	3	0	0	0	2421.0	6768600000
17	181083.19582967018	-644067.3148939135	13	0	0	0	12698.0	25006018600
18	-1313516.3923040428	-452031.9319185331	3	0	0	0	3725.0	6368627000
19	512504.3191601527	1132457.9274983231	2	0	0	0	3858.0	6529434500
20	610863.8078382636	1386135.3985638819	9	0	0	0	10596.0	28626951300
21	423442.0554978329	527509.697711825	8	0	0	0	9642.0	18995290750
22	660705.8530264862	1397901.7073682782	3	0	0	0	2688.0	5727465000
23	693385.4346178595	721346.9890079281	9	0	0	0	18312.0	36832647500
24	-632034.1503642383	588481.4665601023	5	0	0	0	16010.0	28804734000
25	171667.6225643094	1936744.357085533	9	0	0	0	15762.0	36747227600
26	241386.64859805952	1865530.2813283396	2	0	0	0	5256.0	7651314000
27	-157419.02179405952	1568528.8371038546	13	0	0	0	15355.0	31863621000
28	-366897.71614039916	-554902.6509356253	8	0	0	0	20494.0	49416192000
29	-116383.33455450038	-298353.78844617185	2	0	0	0	4955.0	8345103770
30	122123.62973621904	-552977.8063082239	3	0	0	0	8692.0	16970092000
31	-149006.0617144623	-510382.1684046188	14	0	0	0	22118.0	42545604600
32	-343048.3839339652	-698868.4573900825	2	0	0	0	124.0	263712000
33	304722.131542012	-322552.17622404895	1	0	0	0	1312.0	2798152000
34	-124900.32785729687	-169338.91278419353	11	0	0	0	10812.0	17649555000
35	790456.4466432999	-195403.33026690184	15	0	0	0	22756.0	44546786000
36	1085814.118290199	-29709.302783497467	8	0	0	0	10445.0	22298575800
37	631365.5954106293	-562809.35417438	10	0	0	0	9715.0	20808636800
38	485153.8973160373	-502380.4258571408	25	0	0	0	17311.0	45313374950
39	883296.65050856	264874.1050138333	10	0	0	0	13217.0	30167971500
40	-1760500.9967575027	-806800.6255794603	9	0	0	0	16098.0	38003645800
41	-636527.9621546051	1515459.6878170902	8	0	0	0	17192.0	42031776000
42	-621807.84872882	1416671.5383039874	21	0	0	0	27942.0	53318797800
43	-53429.00279187609	746553.0547136277	3	0	0	0	5807.0	10986972200
44	-1591999.9736134824	96880.3476881435	4	0	0	0	5276.0	12961932000
45	-1726114.6202456304	-44512.95187177843	3	0	0	0	2883.0	6222182000

ITEMS
Type	Length	Width	Height	Mass	Fragility	LoadBearingStrength
Bt109	2680	990	900	1328	0	0
Bt110	2680	990	900	1328	0	0
Bt111	2470	2210	430	1103	0	0
Bt112	2470	2210	430	1092	0	0
Bt113	2470	2210	430	1092	0	0
Bt114	2470	2210	430	1156	0	0
Bt115	2870	1380	650	1272	0	0
Bt116	2870	1380	650	1280	0	0
Bt117	2870	1380	650	1280	0	0
Bt118	2870	1380	650	1225	0	0
Bt119	2870	1380	650	1237	0	0
Bt120	2870	1380	650	1219	0	0
Bt121	2870	1380	650	1219	0	0
Bt122	2870	1380	650	1251	0	0
Bt123	2750	2420	430	1344	0	0
Bt124	2335	2300	430	1073	0	0
Bt125	2060	1080	730	918	0	0
Bt126	2060	1080	730	918	0	0
Bt127	2060	1080	730	953	0	0
Bt128	2060	1080	730	935	0	0
Bt129	2060	1080	730	932	0	0
Bt130	2060	1080	730	961	0	0
Bt131	2060	1080	730	933	0	0
Bt132	3350	1030	580	917	0	0
Bt133	3350	1030	580	917	0	0
Bt134	3190	980	710	1049	0	0
Bt135	3248	1723	500	1312	0	0
Bt136	5950	2230	540	3876	0	0
Bt137	4730	1950	480	2711	0	0
Bt138	4730	1950	480	2711	0	0
Bt139	6180	2155	480	3338	0	0
Bt140	6180	2155	480	3374	0	0
Bt141	3695	2155	410	1928	0	0
Bt142	3695	2155	410	1930	0	0
Bt143	2031	1270	1180	1629	0	0
Bt144	2031	1270	1180	1582	0	0
Bt145	2010	820	80	62	0	0
Bt146	2010	820	80	62	0	0
Bt147	2310	1440	1160	2053	0	0
Bt148	2310	1440	1160	1995	0	0
Bt149	2310	1440	1160	2024	0	0
Bt150	2310	1440	1160	2009	0	0
Bt151	2310	1440	1160	1965	0	0
Bt152	2310	1440	1160	1965	0	0
Bt153	2060	1015	900	864	0	0
Bt154	2060	1015	900	864	0	0
Bt155	2060	1015	934	936	0	0
Bt156	2060	1015	934	940	0	0
Bt157	2060	1015	934	940	0	0
Bt158	2060	1015	1070	1017	0	0
Bt159	2060	1015	1070	1042	0	0
Bt160	2060	1015	1070	1042	0	0
Bt161	2060	1015	1070	1035	0	0
Bt162	2060	1015	1070	1035	0	0
Bt163	2165	1204	800	1015	0	0
Bt164	1960	1440	710	992	0	0
Bt165	2165	1204	710	921	0	0
Bt166	2165	1204	710	921	0	0
Bt167	2165	1204	710	878	0	0
Bt168	2165	1204	840	1134	0	0
Bt169	2165	1204	840	1092	0	0
Bt170	2165	1204	840	1092	0	0
Bt171	2165	1204	840	1042	0	0
Bt172	2165	1204	840	1113	0	0
Bt173	2165	1204	840	1036	0	0
Bt174	2165	1204	840	1036	0	0
Bt175	2165	1204	840	1015	0	0
Bt176	2165	1204	840	1077	0	0
Bt177	5270	1915	533	3518	0	0
Bt178	3248	1723	530	1437	0	0
Bt179	3230	1850	340	870	0	0
Bt180	3230	1850	340	870	0	0
Bt181	3230	1850	430	1050	0	0
Bt182	3230	1850	430	1068	0	0
Bt183	3240	1720	530	1076	0	0
Bt184	2065	1050	740	1098	0	0
Bt185	2065	1050	740	1098	0	0
Bt186	2065	1050	740	932	0	0
Bt187	2065	1050	740	932	0	0
Bt188	2065	1050	740	967	0	0
Bt189	2065	1050	740	967	0	0
Bt190	2065	1050	740	996	0	0
Bt191	2065	1050	740	996	0	0
Bt192	2065	1050	740	940	0	0
Bt193	2065	1050	740	943	0	0
Bt194	2065	1050	740	943	0	0
Bt195	5940	2342	275	2628	0	0
Bt196	5940	2342	275	2628	0	0
Bt197	1980	1200	985	1097	0	0
Bt198	1980	1200	985	1128	0	0
Bt199	1980	1200	940	1030	0	0
Bt200	1980	1200	1050	1119	0	0
Bt201	1945	1000	1160	802	0	0
Bt202	1945	1000	1160	795	0	0
Bt203	1945	1000	1160	824	0	0
Bt204	2050	1325	1170	1604	0	0
Bt205	2050	1325	1170	1595	0	0
Bt206	2050	1325	1170	1571	0	0
Bt207	2050	1325	1170	1578	0	0
Bt208	2980	2115	519	1580	0	0
Bt209	5765	1960	250	1543	0	0
Bt210	5765	1960	250	1543	0	0
Bt211	4810	2180	509	2721	0	0
Bt212	2850	1760	320	855	0	0
Bt213	2300	2010	430	765	0	0
Bt214	2335	2280	519	966	0	0
Bt215	3360	1600	480	1455	0	0
Bt216	2736	2310	530	1833	0	0
Bt217	2736	2310	530	1833	0	0
Bt218	3660	1230	740	1369	0	0
Bt219	3660	1230	740	1369	0	0
Bt220	3150	1810	533	2060	0	0
Bt221	3150	1810	533	2009	0	0
Bt222	3150	1810	533	2064	0	0
Bt223	3150	1810	533	2029	0	0
Bt224	3260	2320	570	2201	0	0
Bt225	3260	2320	570	2201	0	0
Bt226	3260	2320	570	2245	0	0
Bt227	2040	1490	1180	2102	0	0
Bt228	2040	1490	1180	2147	0	0
Bt229	2040	1490	1180	2147	0	0
Bt230	2040	1490	1180	2147	0	0
Bt231	2040	1490	1180	2072	0	0
Bt232	2040	1490	1180	2072	0	0
Bt233	2030	1490	1090	1613	0	0
Bt234	2030	1490	1200	1756	0	0
Bt235	2030	1490	1200	1816	0	0
Bt236	2030	1490	1200	1816	0	0
Bt237	2030	1490	1200	1831	0	0
Bt238	2030	1490	1200	1786	0	0
Bt239	2030	1490	1200	1786	0	0
Bt240	2620	1480	1045	1610	0	0
Bt241	2620	1480	1045	1610	0	0
Bt242	2230	1155	730	907	0	0
Bt243	2230	1155	730	907	0	0
Bt244	2230	1155	730	871	0	0
Bt245	2230	1155	730	838	0	0
Bt246	2230	1155	730	838	0	0
Bt247	2230	1155	730	788	0	0
Bt248	6345	1760	120	778	0	0
Bt249	6300	2080	295	2484	0	0
Bt250	6300	2080	295	2484	0	0
Bt251	6345	1760	300	1949	0	0
Bt252	6345	1760	300	1949	0	0
Bt253	1980	1200	1045	1078	0	0
Bt254	1980	1200	1045	1077	0	0
Bt255	1980	1200	1045	1070	0	0
Bt256	1980	1200	1045	1091	0	0
Bt257	1980	1200	1045	1091	0	0
Bt258	1980	1200	1045	1069	0	0
Bt259	1980	1200	1045	1069	0	0
Bt260	1980	1200	1045	1060	0	0
Bt261	1980	1200	1045	1085	0	0
Bt262	1980	1200	934	966	0	0
Bt263	4550	1800	610	2815	0	0
Bt264	3248	1723	610	1742	0	0
Bt265	3060	2130	600	1836	0	0
Bt266	2210	750	1030	977	0	0
Bt267	2060	820	985	952	0	0
Bt268	2060	1015	985	981	0	0
Bt269	2060	1015	985	972	0	0
Bt270	2060	1015	985	965	0	0
Bt271	2060	1015	985	962	0	0
Bt272	2060	1015	985	986	0	0
Bt273	2060	1015	985	978	0	0
Bt274	2060	1015	985	978	0	0
Bt275	2060	1015	985	764	0	0
Bt276	2060	1015	985	764	0	0
Bt277	2060	1015	985	822	0	0
Bt278	2080	1015	985	764	0	0
Bt279	2060	1015	985	767	0	0
Bt280	2060	1015	985	767	0	0
Bt281	2060	1015	985	778	0	0
Bt282	2060	1015	985	778	0	0
Bt283	5745	2240	480	2371	0	0
Bt284	5745	2240	480	2380	0	0
Bt285	5745	2240	480	2380	0	0
Bt286	5745	2240	480	2353	0	0
Bt287	1990	910	740	638	0	0
Bt288	2140	2040	1180	2705	0	0
Bt289	5745	2240	480	3650	0	0
Bt290	5745	2240	480	3234	0	0
Bt291	5745	2240	480	3234	0	0
Bt292	2030	1490	934	1429	0	0
Bt293	2030	1490	1140	1742	0	0
Bt294	2030	1490	1140	1757	0	0
Bt295	2030	1490	1140	1787	0	0
Bt296	2030	1490	1140	1787	0	0
Bt297	3190	1640	640	1270	0	0
Bt298	3190	1640	900	1875	0	0
Bt299	3190	1640	885	1799	0	0
Bt300	3190	1640	885	1799	0	0
Bt301	3190	1640	885	1802	0	0
Bt302	2671	1440	475	885	0	0
Bt303	2671	1440	475	861	0	0
Bt304	2671	1440	475	848	0	0
Bt305	2165	965	800	632	0	0
Bt306	2165	965	800	643	0	0
Bt307	2165	965	800	632	0	0
Bt308	2165	965	800	632	0	0
Bt309	2165	965	800	632	0	0
Bt310	2165	965	710	563	0	0
Bt311	2165	965	710	563	0	0
Bt312	2165	965	710	563	0	0
Bt313	2165	1204	710	703	0	0
Bt314	2060	1015	985	764	0	0
Bt315	2060	1015	985	768	0	0
Bt316	2060	1015	985	797	0	0
Bt317	2060	1015	985	797	0	0
Bt318	2060	1015	985	797	0	0
Bt319	2165	1204	650	877	0	0
Bt320	2165	1204	710	919	0	0
Bt321	2165	1204	710	910	0	0
Bt322	2165	1204	710	910	0	0
Bt323	2165	1204	710	928	0	0
Bt324	2165	1204	710	910	0	0
Bt325	2165	1204	710	936	0	0
Bt326	2165	1204	710	936	0	0
Bt327	2165	1204	710	928	0	0
Bt328	2165	1204	710	928	0	0
Bt329	2165	1204	710	916	0	0
Bt330	2165	1204	840	1055	0	0
Bt331	2570	1420	1160	1717	0	0
Bt332	1955	920	1045	929	0	0
Bt333	2650	840	250	271	0	0

DEMANDS PER CUSTOMER
i	Type Quantity
1	Bt197 1 Bt198 1 Bt199 1 Bt200 1 
2	Bt147 1 Bt148 1 Bt149 1 Bt150 1 Bt151 1 Bt152 1 
3	Bt208 1 
4	Bt204 1 Bt205 1 Bt206 1 Bt207 1 
5	Bt070 1 Bt071 1 Bt072 1 Bt073 1 Bt074 1 Bt287 1 
6	Bt125 1 Bt126 1 Bt127 1 Bt128 1 Bt129 1 Bt130 1 Bt131 1 
7	Bt061 1 Bt062 1 Bt063 1 Bt268 1 Bt269 1 Bt270 1 Bt271 1 Bt272 1 Bt273 1 Bt274 1 
8	Bt052 1 Bt053 1 Bt054 1 Bt055 1 Bt056 1 Bt057 1 Bt264 1 
9	Bt015 1 Bt016 1 Bt017 1 Bt018 1 Bt019 1 Bt020 1 Bt021 1 Bt227 1 Bt228 1 Bt229 1 Bt230 1 Bt231 1 Bt232 1 
10	Bt051 1 Bt263 1 
11	Bt031 1 Bt032 1 Bt033 1 Bt034 1 Bt035 1 Bt036 1 Bt242 1 Bt243 1 Bt244 1 Bt245 1 Bt246 1 Bt247 1 
12	Bt143 1 Bt144 1 
13	Bt179 1 Bt180 1 Bt181 1 Bt182 1 Bt183 1 
14	Bt163 1 Bt164 1 Bt165 1 Bt166 1 Bt167 1 Bt168 1 Bt169 1 Bt170 1 Bt171 1 Bt172 1 Bt173 1 Bt174 1 Bt175 1 Bt176 1 
15	Bt075 1 Bt076 1 Bt077 1 Bt288 1 
16	Bt201 1 Bt202 1 Bt203 1 
17	Bt103 1 Bt319 1 Bt320 1 Bt321 1 Bt322 1 Bt323 1 Bt324 1 Bt325 1 Bt326 1 Bt327 1 Bt328 1 Bt329 1 Bt330 1 
18	Bt060 1 Bt266 1 Bt267 1 
19	Bt141 1 Bt142 1 
20	Bt024 1 Bt025 1 Bt026 1 Bt027 1 Bt028 1 Bt029 1 Bt030 1 Bt240 1 Bt241 1 
21	Bt104 1 Bt105 1 Bt106 1 Bt107 1 Bt108 1 Bt109 1 Bt110 1 Bt331 1 
22	Bt123 1 Bt124 1 Bt333 1 
23	Bt022 1 Bt023 1 Bt233 1 Bt234 1 Bt235 1 Bt236 1 Bt237 1 Bt238 1 Bt239 1 
24	Bt136 1 Bt137 1 Bt138 1 Bt139 1 Bt140 1 
25	Bt087 1 Bt088 1 Bt089 1 Bt090 1 Bt297 1 Bt298 1 Bt299 1 Bt300 1 Bt301 1 
26	Bt195 1 Bt196 1 
27	Bt111 1 Bt112 1 Bt113 1 Bt114 1 Bt115 1 Bt116 1 Bt117 1 Bt118 1 Bt119 1 Bt120 1 Bt121 1 Bt122 1 Bt332 1 
28	Bt078 1 Bt079 1 Bt080 1 Bt081 1 Bt082 1 Bt289 1 Bt290 1 Bt291 1 
29	Bt177 1 Bt178 1 
30	Bt058 1 Bt059 1 Bt265 1 
31	Bt037 1 Bt038 1 Bt039 1 Bt040 1 Bt041 1 Bt042 1 Bt043 1 Bt044 1 Bt045 1 Bt248 1 Bt249 1 Bt250 1 Bt251 1 Bt252 1 
32	Bt145 1 Bt146 1 
33	Bt135 1 
34	Bt184 1 Bt185 1 Bt186 1 Bt187 1 Bt188 1 Bt189 1 Bt190 1 Bt191 1 Bt192 1 Bt193 1 Bt194 1 
35	Bt046 1 Bt047 1 Bt048 1 Bt049 1 Bt050 1 Bt253 1 Bt254 1 Bt255 1 Bt256 1 Bt257 1 Bt258 1 Bt259 1 Bt260 1 Bt261 1 Bt262 1 
36	Bt212 1 Bt213 1 Bt214 1 Bt215 1 Bt216 1 Bt217 1 Bt218 1 Bt219 1 
37	Bt153 1 Bt154 1 Bt155 1 Bt156 1 Bt157 1 Bt158 1 Bt159 1 Bt160 1 Bt161 1 Bt162 1 
38	Bt092 1 Bt093 1 Bt094 1 Bt095 1 Bt096 1 Bt097 1 Bt098 1 Bt099 1 Bt100 1 Bt101 1 Bt102 1 Bt305 1 Bt306 1 Bt307 1 Bt308 1 Bt309 1 Bt310 1 Bt311 1 Bt312 1 Bt313 1 Bt314 1 Bt315 1 Bt316 1 Bt317 1 Bt318 1 
39	Bt064 1 Bt065 1 Bt275 1 Bt276 1 Bt277 1 Bt278 1 Bt279 1 Bt280 1 Bt281 1 Bt282 1 
40	Bt083 1 Bt084 1 Bt085 1 Bt086 1 Bt292 1 Bt293 1 Bt294 1 Bt295 1 Bt296 1 
41	Bt066 1 Bt067 1 Bt068 1 Bt069 1 Bt283 1 Bt284 1 Bt285 1 Bt286 1 
42	Bt001 1 Bt002 1 Bt003 1 Bt004 1 Bt005 1 Bt006 1 Bt007 1 Bt008 1 Bt009 1 Bt010 1 Bt011 1 Bt012 1 Bt013 1 Bt014 1 Bt220 1 Bt221 1 Bt222 1 Bt223 1 Bt224 1 Bt225 1 Bt226 1 
43	Bt209 1 Bt210 1 Bt211 1 
44	Bt091 1 Bt302 1 Bt303 1 Bt304 1 
45	Bt132 1 Bt133 1 Bt134 1 
