order_id,item_id,length,width,height,volume,weight,delivery_address_id
20038,100201,2050,730,750,1.12,558,1490
20038,100202,2050,730,750,1.12,558,1490
20039,100203,2060,1015,1070,2.24,817,1248
20039,100204,2060,1015,1070,2.24,836,1248
20039,100205,2060,1015,1070,2.24,815,1248
20039,100206,2060,1015,1070,2.24,839,1248
20039,100207,2060,1015,1070,2.24,813,1248
20039,100208,2060,1015,1070,2.24,854,1248
20040,100209,2880,1495,430,1.85,782,1367
20040,100210,4050,1480,430,2.58,1097,1367
20040,100211,4050,1480,430,2.58,1132,1367
20040,100212,4050,1480,430,2.58,1132,1367
20040,100213,2880,1495,410,1.77,727,1367
20040,100214,2545,2030,425,2.2,949,1367
20040,100215,2545,2030,425,2.2,956,1367
20040,100216,2545,2030,425,2.2,949,1367
20040,100217,2545,2030,425,2.2,956,1367
20040,100218,2545,2030,425,2.2,956,1367
20040,100219,2545,2030,425,2.2,956,1367
20040,100220,2420,2320,519,2.91,896,1367
20040,100221,2420,2320,519,2.91,906,1367
20040,100222,2420,2320,519,2.91,914,1367
20041,100223,2060,1080,730,1.62,914,1443
20042,100224,6210,2020,519,6.51,3606,1140
20043,100225,5230,2290,230,2.75,1930,1160
20043,100226,6150,1850,430,4.89,3082,1160
20043,100227,5600,2190,495,6.07,3408,1160
20043,100228,5600,2190,495,6.07,3408,1160
20044,100229,3350,1030,580,2.0,892,1237
20044,100230,3350,1030,580,2.0,892,1237
20045,100231,6210,2020,519,6.51,3058,1098
20046,100232,2000,1680,295,0.99,561,1529
20046,100233,2000,1680,425,1.43,801,1529
20046,100234,2000,1680,425,1.43,791,1529
20046,100235,2000,1680,425,1.43,780,1529
20046,100236,2000,1680,425,1.43,780,1529
20046,100237,2000,1680,425,1.43,791,1529
20046,100238,2000,1680,425,1.43,791,1529
20046,100239,2000,1680,425,1.43,791,1529
20046,100240,2000,1680,425,1.43,791,1529
20046,100241,2000,1680,425,1.43,791,1529
20046,100242,2000,1680,425,1.43,791,1529
20046,100243,2510,1065,425,1.14,643,1529
20046,100244,2510,1065,425,1.14,654,1529
20046,100245,2240,1182,425,1.13,605,1529
20046,100246,2240,1182,425,1.13,605,1529
20046,100247,2240,1182,425,1.13,605,1529
20046,100248,2240,1182,425,1.13,605,1529
20046,100249,2240,1182,425,1.13,619,1529
20046,100250,2240,1182,425,1.13,605,1529
20046,100251,2240,1182,425,1.13,605,1529
20046,100252,2240,1182,425,1.13,605,1529
20046,100253,2240,1182,425,1.13,619,1529
20046,100254,2240,1182,425,1.13,605,1529
20046,100255,2460,910,533,1.19,655,1529
20046,100256,2460,910,533,1.19,655,1529
20046,100257,2460,910,533,1.19,655,1529
20047,100258,2165,1204,710,1.85,713,1496
20047,100259,2165,1204,710,1.85,713,1496
20047,100260,2165,1204,710,1.85,698,1496
20047,100261,2165,1204,710,1.85,696,1496
20047,100262,2165,1204,710,1.85,710,1496
20047,100263,2165,1204,710,1.85,711,1496
20047,100264,2165,1204,710,1.85,711,1496
20047,100265,2165,1204,710,1.85,717,1496
20047,100266,2165,1204,710,1.85,720,1496
20047,100267,2165,1204,710,1.85,718,1496
20047,100268,2165,1204,710,1.85,718,1496
20048,100269,6040,1840,604,6.71,3080,1155
20048,100270,6030,1840,604,6.7,3029,1155
20049,100271,4080,1519,580,3.59,1698,1297
20050,100272,3290,2300,425,3.22,1259,1211
20051,100273,2060,1015,985,2.06,785,1509
20051,100274,2060,1015,985,2.06,785,1509
20052,100275,3190,1640,775,4.05,2060,1362
20052,100276,3190,1640,800,4.19,2038,1362
20052,100277,3190,1640,800,4.19,2038,1362
20052,100278,3190,1640,800,4.19,2142,1362
20053,100279,2060,1015,934,1.95,885,1437
20053,100280,2060,1015,934,1.95,878,1437
20053,100281,2060,1015,934,1.95,913,1437
20053,100282,2060,1015,934,1.95,913,1437
20053,100283,2060,1015,934,1.95,855,1437
20053,100284,2060,1015,934,1.95,886,1437
20053,100285,2060,1015,934,1.95,919,1437
20053,100286,2060,1015,934,1.95,919,1437
20054,100287,2736,1960,696,3.73,1691,1434
20054,100288,2736,1960,696,3.73,1691,1434
20054,100289,2868,2180,870,5.44,2413,1434
20054,100290,2868,2180,870,5.44,2413,1434
20055,100291,2430,1425,985,3.41,1645,1243
20056,100292,2030,1490,934,2.83,1479,1175
20056,100293,2030,1490,934,2.83,1479,1175
20056,100294,2030,1490,934,2.83,1479,1175
20056,100295,2030,1490,934,2.83,1447,1175
20056,100296,2030,1490,1140,3.45,1747,1175
20056,100297,2030,1490,1140,3.45,1759,1175
20056,100298,2030,1490,1180,3.57,1832,1175
20057,100299,2060,1015,1045,2.18,1035,1023
20057,100300,2060,1015,934,1.95,895,1023
20057,100301,2060,1015,934,1.95,895,1023
20057,100302,2060,1015,934,1.95,895,1023
20057,100303,2060,1015,934,1.95,892,1023
20057,100304,2060,1015,1070,2.24,1041,1023
20057,100305,2060,1015,1070,2.24,1078,1023
20058,100306,3100,1040,781,2.52,1121,1038
20058,100307,3100,1040,781,2.52,1121,1038
20059,100308,2060,1060,730,1.59,743,1112
20059,100309,2060,1060,730,1.59,747,1112
20059,100310,2060,1080,730,1.62,759,1112
20059,100311,2060,1060,730,1.59,745,1112
20060,100312,1370,640,1110,0.97,418,1096
