item_id,order_id,truck_id,unload,x,y,z,rotation_axis
100185,20042,-1,-1,-1,-1,-1,-1
100186,20042,-1,-1,-1,-1,-1,-1
100187,20042,-1,-1,-1,-1,-1,-1
100188,20042,-1,-1,-1,-1,-1,-1
100225,20052,-1,-1,-1,-1,-1,-1
100261,20060,-1,-1,-1,-1,-1,-1
100262,20060,-1,-1,-1,-1,-1,-1
100277,20064,-1,-1,-1,-1,-1,-1
100278,20064,-1,-1,-1,-1,-1,-1
100279,20064,-1,-1,-1,-1,-1,-1
